aX,aY,aZ,gX,gY,gZ
-0.639,0.619,0.203,-16.541,102.051,12.451
-0.737,0.640,0.229,-15.015,94.421,14.282
-0.831,0.665,0.249,-14.099,88.928,13.611
-0.915,0.679,0.259,-11.841,84.778,11.230
-0.966,0.700,0.267,-10.986,81.909,7.385
-0.977,0.734,0.251,-12.268,81.116,3.052
-0.970,0.759,0.229,-13.733,82.031,-0.854
-0.962,0.768,0.205,-14.893,84.351,-4.028
-0.961,0.766,0.181,-14.160,87.158,-6.287
-0.964,0.784,0.155,-11.108,88.562,-8.179
-0.955,0.758,0.139,-11.414,88.013,-8.179
-0.968,0.779,0.156,-14.099,82.825,-9.521
-0.961,0.801,0.166,-3.357,70.923,-8.301
-0.945,0.789,0.185,11.353,55.176,-6.714
-0.923,0.794,0.230,13.367,37.170,-2.014
-0.928,0.835,0.296,7.751,15.808,3.235
-0.968,0.875,0.333,3.967,-4.150,7.263
-0.976,0.881,0.345,3.906,-16.113,10.559
-0.943,0.869,0.332,2.869,-20.996,10.742
-0.887,0.854,0.312,0.061,-20.935,8.118
-0.849,0.849,0.300,-1.709,-17.639,2.686
-0.824,0.856,0.296,-1.282,-10.864,-5.066
-0.804,0.852,0.295,0.854,-0.793,-14.221
-0.749,0.843,0.293,3.418,9.949,-22.461
-1.009,0.929,1.630,190.369,-44.922,-9.888
-1.162,1.217,1.693,182.922,-39.124,-17.334
-1.324,1.490,1.721,171.814,-24.780,-31.860
-1.411,1.553,1.742,157.166,-8.667,-47.974
-1.366,1.682,1.711,134.583,9.155,-73.059
-1.240,1.809,1.643,116.577,17.334,-69.702
-1.257,1.845,1.591,92.651,0.000,-61.707
-1.255,1.981,1.617,78.674,-12.512,-78.247
-1.214,2.094,1.595,70.923,-10.620,-97.229
-1.113,2.117,1.525,49.744,-2.869,-104.370
-0.997,2.072,1.401,17.578,2.625,-107.239
-0.876,2.018,1.274,-6.653,4.333,-110.779
-0.736,1.980,1.160,-22.888,7.019,-116.150
-0.565,1.923,1.065,-37.048,10.376,-116.028
-0.416,1.851,0.994,-51.636,9.338,-106.689
-0.321,1.795,0.918,-65.674,3.418,-91.675
-0.211,1.718,0.845,-76.904,-3.357,-74.768
-0.092,1.628,0.799,-85.815,-9.705,-55.969
-0.021,1.549,0.788,-95.337,-16.785,-33.569
-0.000,1.476,0.775,-107.361,-22.766,-12.939
0.018,1.374,0.737,-118.591,-23.376,1.648
0.056,1.241,0.676,-129.150,-18.982,12.146
0.085,1.108,0.603,-139.526,-11.108,20.325
0.115,0.991,0.516,-149.292,-0.366,26.855
0.151,0.851,0.420,-157.471,14.221,30.823
0.192,0.701,0.304,-163.330,31.921,33.997
0.215,0.516,0.178,-168.030,51.392,37.964
0.261,0.393,0.059,-167.847,69.519,41.748
0.287,0.251,-0.052,-163.696,85.388,46.509
0.317,0.143,-0.151,-158.752,100.342,55.969
0.314,0.033,-0.234,-150.269,113.770,70.129
0.283,-0.066,-0.294,-138.428,126.526,86.365
0.176,-0.178,-0.333,-123.474,137.756,102.966
0.019,-0.294,-0.342,-105.469,145.203,120.117
-0.171,-0.398,-0.305,-85.144,145.142,137.512
-0.392,-0.504,-0.190,-65.674,136.414,152.893
-0.674,-0.578,-0.056,-52.063,123.779,164.673
-0.996,-0.626,0.036,-41.565,115.417,172.241
-1.381,-0.678,0.063,-32.043,111.938,173.401
-1.694,-0.710,0.039,-20.081,112.854,168.335
-1.981,-0.864,0.014,-2.136,112.244,160.461
-2.283,-0.893,0.043,13.916,99.792,145.142
-2.519,-0.895,0.114,22.705,84.290,134.399
-2.742,-0.891,0.211,29.602,62.927,126.404
-2.943,-0.864,0.317,35.767,41.382,112.976
-3.055,-0.812,0.433,42.175,26.184,89.355
-3.128,-0.744,0.547,47.180,17.029,56.458
-3.208,-0.648,0.629,48.096,10.681,20.325
-3.265,-0.591,0.673,48.828,5.859,-15.442
-3.207,-0.512,0.745,51.514,0.061,-53.528
-3.084,-0.456,0.829,54.260,-9.827,-87.280
-2.907,-0.333,0.942,55.908,-22.461,-123.840
-2.680,-0.229,1.030,56.580,-38.269,-141.602
-2.397,-0.217,1.083,54.504,-57.617,-157.532
-2.114,-0.157,1.128,51.575,-76.599,-175.293
-1.780,-0.135,1.122,50.537,-92.102,-189.819
-1.366,-0.085,1.138,55.725,-105.652,-210.449
-0.983,0.000,1.172,59.326,-126.709,-214.050
-0.647,0.099,1.199,55.542,-145.081,-211.182
-0.295,0.193,1.209,52.612,-154.297,-204.590
0.075,0.271,1.186,49.500,-157.349,-195.129
0.375,0.357,1.127,45.532,-158.386,-182.312
0.594,0.435,1.016,39.551,-152.466,-166.870
0.778,0.503,0.870,34.485,-140.320,-147.705
0.908,0.536,0.716,31.433,-129.883,-124.268
0.961,0.564,0.584,33.264,-122.498,-103.149
0.947,0.606,0.484,38.818,-114.990,-86.609
0.898,0.660,0.444,44.189,-104.858,-71.777
0.801,0.703,0.447,44.800,-91.492,-55.847
0.663,0.740,0.458,41.321,-76.233,-44.678
0.506,0.770,0.464,38.086,-60.913,-39.551
0.360,0.762,0.456,35.522,-46.631,-37.598
0.261,0.750,0.444,31.311,-34.668,-35.767
0.172,0.750,0.442,26.001,-24.780,-33.142
0.064,0.743,0.452,19.775,-15.015,-30.884
0.023,0.734,0.463,13.794,-3.052,-31.311
0.029,0.736,0.474,9.644,8.179,-32.593
0.027,0.738,0.489,5.737,16.296,-31.738
-0.002,0.739,0.486,1.221,22.949,-28.931
-0.026,0.732,0.470,-2.563,30.579,-27.283
-0.052,0.712,0.457,-4.089,37.354,-26.184
-0.082,0.691,0.462,-5.066,40.833,-23.193
-0.120,0.683,0.470,-7.507,42.053,-18.311
-0.166,0.670,0.484,-10.132,42.114,-13.794
-0.190,0.675,0.494,-12.817,40.771,-10.010
-0.192,0.685,0.487,-15.564,38.086,-5.310
-0.191,0.666,0.469,-18.066,34.729,1.770
-0.198,0.634,0.474,-21.790,31.006,10.376
-0.257,0.643,0.481,-27.161,29.236,16.663
-0.278,0.661,0.440,-30.884,34.851,17.456
-0.295,0.629,0.385,-31.860,41.443,16.052
-0.311,0.616,0.343,-32.471,45.654,14.465
-0.325,0.637,0.328,-31.860,49.438,13.611
-0.342,0.645,0.320,-30.273,55.420,14.160
-0.386,0.637,0.303,-28.992,62.561,14.343
-0.438,0.640,0.290,-26.855,69.519,13.000
-0.504,0.651,0.285,-22.827,74.768,10.132
-0.572,0.658,0.278,-18.188,78.186,5.981
-0.639,0.694,0.287,-14.343,78.064,0.977
-0.713,0.739,0.318,-12.329,75.256,-2.075
-0.788,0.781,0.328,-12.573,72.998,-2.441
-0.854,0.785,0.308,-15.320,70.862,-0.732
-0.899,0.773,0.286,-19.836,68.237,2.014
-0.925,0.773,0.265,-23.071,64.026,4.517
-0.962,0.782,0.247,-23.682,58.044,6.042
-1.017,0.787,0.239,-23.376,50.598,7.446
-1.066,0.789,0.218,-23.621,43.152,9.277
-1.104,0.778,0.203,-23.987,34.851,11.108
-1.116,0.781,0.197,-24.109,27.527,11.658
-1.108,0.767,0.191,-22.583,20.203,11.658
-1.100,0.766,0.178,-22.339,14.465,9.583
-1.084,0.765,0.158,-21.484,10.742,5.737
-1.068,0.750,0.134,-19.592,8.118,2.502
-1.038,0.740,0.112,-18.799,5.859,0.488
-0.994,0.735,0.107,-17.456,3.357,-1.465
-0.942,0.736,0.114,-15.137,1.465,-4.272
-0.894,0.739,0.114,-13.062,2.075,-7.874
-0.845,0.726,0.125,-10.864,5.066,-11.414
-0.826,0.734,0.152,-9.583,7.874,-14.465
