aX,aY,aZ,gX,gY,gZ
-1.090,0.805,0.085,1.892,-31.921,7.446
-1.021,0.788,0.103,3.113,-22.827,-1.465
-0.924,0.771,0.117,4.700,-10.498,-14.038
-0.815,0.765,0.118,6.714,0.977,-25.879
-0.706,0.765,0.102,7.935,11.292,-34.302
-0.602,0.736,0.070,10.498,20.325,-39.063
-0.486,0.723,0.055,15.015,24.292,-39.673
-0.379,0.729,0.089,20.630,22.095,-37.109
-0.346,0.754,0.146,23.071,15.930,-30.640
-0.314,0.789,0.230,23.193,9.155,-20.752
-0.328,0.808,0.317,20.325,2.930,-11.536
-0.377,0.841,0.380,17.944,-1.404,-6.592
-0.414,0.891,0.433,18.250,-2.930,-4.944
-0.459,0.900,0.441,17.395,-2.869,-2.563
-0.477,0.882,0.404,12.512,-2.136,0.854
-0.489,0.871,0.358,8.911,-2.258,3.174
-0.493,0.863,0.318,9.338,-2.930,3.784
-0.516,0.880,0.297,10.437,-4.089,4.517
-0.557,0.905,0.280,10.193,-3.723,5.920
-0.582,0.914,0.270,9.827,-0.977,6.470
-0.588,0.930,0.260,9.155,2.502,6.104
-0.580,0.952,0.267,9.216,5.493,5.005
-0.567,0.973,0.279,7.996,8.301,4.089
-0.571,1.010,0.285,5.188,10.498,3.418
-0.580,1.036,0.290,2.747,12.390,3.601
-0.566,1.052,0.291,-0.305,12.390,5.493
-0.577,1.097,0.290,-3.906,9.277,7.812
-0.596,1.144,0.283,-5.676,5.798,8.606
-0.573,1.178,0.262,-6.226,4.639,7.690
-0.530,1.219,0.229,-6.042,4.822,7.751
-0.524,1.266,0.186,-6.958,5.188,9.338
-0.535,1.297,0.103,-7.507,7.385,10.559
-0.524,1.314,0.007,-4.089,10.132,11.353
-0.497,1.344,-0.113,3.845,12.085,14.832
-0.461,1.357,-0.184,14.526,11.108,21.851
-0.392,1.360,-0.189,28.748,9.216,32.288
-0.318,1.314,-0.134,45.715,10.620,45.044
-0.249,1.231,-0.037,60.974,16.418,59.570
-0.166,1.125,0.081,74.585,25.452,73.181
-0.032,0.991,0.265,86.670,36.438,84.900
0.022,0.869,0.507,89.478,41.687,98.572
-0.064,0.834,0.704,82.886,37.964,117.065
-0.230,0.785,0.817,71.899,32.837,130.310
-0.369,0.673,0.900,60.425,29.175,132.324
-0.473,0.550,0.961,48.340,25.085,125.854
-0.608,0.434,0.944,32.593,18.188,115.601
-0.812,0.305,0.839,15.686,8.301,102.295
-1.003,0.130,0.659,-2.319,-1.831,87.341
-1.135,-0.071,0.469,-21.851,-9.399,73.669
-1.160,-0.272,0.282,-36.987,-15.808,65.491
-1.118,-0.464,0.115,-47.180,-24.902,62.256
-1.050,-0.632,-0.021,-52.002,-36.377,59.448
-0.986,-0.780,-0.116,-50.964,-47.119,56.580
-0.907,-0.921,-0.196,-45.898,-55.054,54.443
-0.853,-1.060,-0.256,-38.574,-62.317,54.565
-0.838,-1.195,-0.309,-29.541,-71.655,57.373
-0.789,-1.336,-0.334,-17.883,-82.031,62.317
-0.685,-1.433,-0.326,-5.249,-94.910,70.679
-0.674,-1.518,-0.294,6.775,-112.061,84.778
-0.752,-1.585,-0.264,20.081,-128.174,96.069
-0.766,-1.592,-0.181,36.255,-135.925,95.032
-0.733,-1.509,-0.077,54.382,-132.141,86.243
-0.693,-1.422,0.022,74.036,-114.197,75.012
-0.687,-1.385,0.097,91.003,-82.397,60.303
-0.720,-1.367,0.163,107.300,-43.335,36.926
-0.817,-1.103,0.330,126.709,-3.235,3.906
-0.661,-1.230,0.433,147.400,36.194,-38.818
-0.642,-1.099,0.653,155.396,61.523,-78.125
-0.646,-0.890,0.809,167.358,69.885,-92.773
-0.589,-0.687,1.012,178.650,60.791,-104.736
-0.529,-0.382,1.159,188.049,40.588,-105.225
-0.512,-0.012,1.274,191.040,12.695,-97.168
-0.459,0.310,1.341,192.505,-9.094,-88.074
-0.464,0.679,1.423,187.500,-21.851,-78.247
-0.541,1.314,1.620,172.485,-8.423,-76.050
-0.525,1.572,1.786,168.457,16.113,-93.079
-0.506,1.854,1.945,164.062,39.368,-106.689
-0.505,2.107,2.130,157.288,49.072,-109.802
-0.532,2.368,2.291,137.939,42.053,-102.783
-0.540,2.634,2.402,109.863,23.193,-89.661
-0.639,2.773,2.336,75.806,3.662,-78.979
-0.704,2.858,2.254,47.913,-0.488,-81.787
-0.781,2.843,2.009,16.052,-6.409,-62.927
-0.669,2.720,1.759,-17.395,-7.935,-58.716
-0.484,2.597,1.579,-31.799,-2.808,-74.524
-0.357,2.474,1.404,-43.884,3.967,-80.078
-0.216,2.367,1.259,-56.763,7.629,-71.777
-0.081,2.209,1.132,-73.730,7.202,-54.810
0.050,2.076,1.055,-92.834,2.686,-36.621
0.185,1.950,0.994,-107.239,1.343,-22.400
0.318,1.762,0.906,-119.141,6.470,-9.949
0.486,1.628,0.817,-129.150,14.709,4.211
0.592,1.445,0.709,-142.822,24.048,21.362
0.684,1.229,0.589,-156.921,34.485,40.283
0.762,1.024,0.497,-164.001,46.387,60.669
0.779,0.807,0.406,-167.358,58.472,83.862
0.736,0.601,0.329,-169.800,70.129,108.276
0.613,0.409,0.267,-172.058,82.336,130.432
0.439,0.230,0.226,-169.922,95.947,147.888
0.218,0.059,0.200,-164.490,110.107,159.729
0.014,-0.109,0.160,-157.532,125.183,169.556
-0.189,-0.285,0.120,-147.339,136.658,176.819
-0.404,-0.444,0.120,-134.460,138.489,179.993
-0.616,-0.553,0.135,-123.169,132.446,184.998
-0.845,-0.639,0.153,-113.037,123.718,190.552
-1.081,-0.718,0.163,-103.027,114.441,193.420
-1.325,-0.796,0.136,-92.712,103.088,190.430
-1.588,-0.890,0.093,-80.017,88.562,184.204
-1.854,-0.983,0.031,-67.139,69.885,179.565
-2.094,-1.045,-0.005,-54.993,48.035,177.917
-2.387,-1.142,-0.014,-42.725,24.109,176.514
-2.694,-1.197,-0.010,-32.288,1.526,165.588
-2.971,-1.236,-0.024,-19.714,-16.785,148.315
-3.219,-1.289,-0.021,-6.836,-37.354,127.319
-3.439,-1.320,-0.027,-1.465,-58.899,106.628
-3.638,-1.351,-0.031,3.052,-78.674,83.313
-3.838,-1.384,-0.042,12.634,-94.604,53.223
-3.991,-1.392,-0.049,25.024,-107.117,13.184
-3.995,-1.323,-0.036,37.476,-114.563,-36.011
-3.822,-1.255,0.014,52.124,-115.234,-87.830
-3.533,-1.237,0.087,66.162,-110.962,-134.521
-3.218,-1.183,0.178,76.965,-104.248,-180.725
-2.874,-1.064,0.359,91.125,-98.145,-227.722
-2.482,-0.951,0.604,101.318,-93.018,-268.188
-1.993,-0.854,0.877,103.638,-86.670,-306.458
-1.406,-0.743,1.116,103.149,-83.862,-337.097
-0.781,-0.634,1.297,101.563,-88.684,-354.187
-0.059,-0.483,1.390,98.938,-98.999,-354.187
0.619,-0.330,1.413,96.802,-121.033,-330.811
1.169,-0.114,1.413,97.839,-153.564,-284.119
1.571,0.167,1.458,103.455,-187.256,-223.511
1.816,0.497,1.539,106.018,-204.712,-164.734
1.833,0.821,1.568,103.271,-192.993,-117.859
1.739,1.027,1.497,97.778,-154.053,-93.018
1.622,1.085,1.376,96.008,-101.074,-92.529
1.464,1.060,1.253,95.093,-49.988,-101.135
1.264,1.039,1.178,89.417,-13.062,-105.286
1.047,1.044,1.147,77.942,9.827,-100.037
0.867,1.049,1.096,61.829,21.851,-90.271
0.797,0.999,0.984,49.988,23.071,-76.416
0.706,0.909,0.838,41.504,9.277,-49.194
0.545,0.853,0.725,28.748,-13.611,-15.503
0.360,0.826,0.672,15.808,-29.602,15.259
0.181,0.797,0.618,5.432,-30.945,29.602
0.087,0.751,0.543,-0.305,-14.893,26.001
0.011,0.666,0.455,-2.502,7.935,16.357
-0.076,0.583,0.365,-3.174,30.884,4.211
-0.182,0.507,0.287,-0.916,51.575,-8.423
-0.296,0.466,0.240,2.625,69.519,-21.057
-0.374,0.454,0.250,6.653,84.412,-31.433
-0.306,0.475,0.310,8.423,93.872,-38.208
-0.161,0.536,0.398,8.301,91.125,-38.086
-0.071,0.588,0.517,6.531,77.454,-29.358
0.029,0.690,0.592,-4.150,65.369,-15.320
0.092,0.749,0.624,-16.113,56.824,-1.160
0.123,0.734,0.620,-25.696,56.824,9.583
0.158,0.743,0.614,-31.921,65.552,13.733
0.171,0.742,0.610,-34.668,80.444,15.686
0.117,0.705,0.564,-37.170,97.961,13.855
0.033,0.678,0.494,-37.537,114.807,5.249
-0.055,0.683,0.437,-31.982,128.540,-5.188
-0.120,0.705,0.380,-24.963,137.085,-10.681
-0.153,0.711,0.346,-18.738,139.648,-9.766
-0.211,0.713,0.337,-15.381,134.216,-0.305
-0.305,0.737,0.341,-15.503,123.291,15.015
-0.417,0.756,0.352,-17.273,110.291,29.053
-0.535,0.763,0.375,-18.066,96.130,39.673
-0.675,0.766,0.406,-18.066,83.801,46.326
-0.799,0.776,0.434,-17.822,73.914,46.997
-0.893,0.812,0.464,-16.541,66.162,42.908
-0.987,0.855,0.479,-18.677,62.500,36.743
-1.047,0.875,0.465,-24.170,63.110,30.090
-1.099,0.876,0.433,-29.480,65.369,24.780
-1.137,0.868,0.388,-31.433,64.819,20.996
-1.164,0.854,0.354,-30.334,59.143,20.203
-1.182,0.854,0.331,-28.870,51.697,20.020
-1.200,0.864,0.323,-26.001,44.312,22.888
-1.209,0.847,0.300,-24.658,36.072,25.574
-1.212,0.816,0.278,-23.987,29.419,25.391
-1.198,0.796,0.272,-23.254,23.437,23.132
-1.161,0.796,0.289,-21.301,18.250,18.372
-1.099,0.802,0.326,-19.348,14.832,12.207
-1.043,0.801,0.358,-19.775,12.817,7.507
-0.991,0.806,0.367,-21.790,12.146,3.601
-0.945,0.799,0.350,-23.071,13.428,-0.671
-0.897,0.762,0.314,-22.339,15.015,-5.005
-0.820,0.738,0.283,-20.203,12.451,-8.118
-0.729,0.734,0.274,-17.029,4.944,-7.385
-0.642,0.734,0.272,-14.099,-4.456,-2.869
-0.572,0.730,0.271,-12.817,-11.658,3.540
-0.535,0.726,0.272,-11.597,-15.808,8.972
-0.504,0.738,0.276,-7.874,-17.456,10.803
-0.471,0.750,0.288,-3.174,-15.442,9.521
-0.991,0.999,1.153,161.926,-47.913,-3.479
-1.061,1.186,1.277,151.855,-32.715,-13.123
-1.104,1.358,1.406,137.146,-13.489,-27.954
-1.103,1.551,1.529,121.948,2.991,-46.692
-1.021,1.719,1.655,110.046,14.771,-64.880
-0.953,1.865,1.718,95.764,19.348,-79.285
-0.781,2.039,1.773,80.688,23.010,-79.956
-0.722,2.099,1.782,56.091,8.240,-59.753
-0.677,2.148,1.835,32.043,-10.864,-48.523
-0.596,2.232,1.856,14.954,-16.907,-50.232
-0.529,2.257,1.782,-2.441,-14.526,-52.307
-0.445,2.181,1.633,-27.466,-8.240,-52.063
-0.339,2.042,1.454,-52.917,-2.075,-48.645
-0.243,1.899,1.296,-70.557,2.991,-45.349
-0.177,1.775,1.176,-82.214,7.080,-41.687
-0.114,1.668,1.086,-92.407,11.353,-36.072
-0.020,1.538,1.011,-103.271,17.334,-28.259
0.081,1.395,0.948,-114.380,23.560,-18.738
0.175,1.248,0.864,-125.000,30.151,-9.094
0.271,1.097,0.762,-133.606,37.781,-1.038
0.381,0.925,0.640,-139.893,46.875,8.728
0.484,0.758,0.513,-144.470,55.786,23.743
0.530,0.605,0.394,-149.048,63.232,43.640
0.514,0.443,0.277,-152.405,70.740,65.430
0.432,0.264,0.164,-151.306,78.918,84.900
0.335,0.133,0.076,-144.897,87.646,99.487
0.174,-0.009,0.008,-136.536,94.910,113.403
-0.045,-0.116,-0.038,-127.441,97.229,126.831
-0.283,-0.204,-0.044,-117.615,95.032,138.245
-0.511,-0.280,-0.050,-107.788,92.041,146.790
-0.717,-0.339,-0.085,-97.839,88.745,153.503
-0.896,-0.395,-0.105,-86.609,82.886,157.654
-1.033,-0.421,-0.088,-76.233,75.317,159.485
-1.144,-0.446,-0.071,-67.139,67.627,159.973
-1.302,-0.466,-0.062,-60.059,58.838,160.156
-1.413,-0.507,-0.082,-55.420,52.979,162.903
-1.624,-0.613,-0.122,-48.096,46.509,159.241
-1.862,-0.687,-0.158,-34.058,42.297,152.588
-2.115,-0.751,-0.135,-16.296,32.410,146.973
-2.410,-0.803,-0.075,-3.662,13.672,141.907
-2.724,-0.830,0.029,4.395,-7.812,135.559
-3.032,-0.811,0.172,11.536,-28.076,121.277
-3.362,-0.739,0.285,17.456,-44.067,95.093
-3.658,-0.669,0.357,23.865,-52.429,58.350
-3.828,-0.660,0.370,28.076,-54.688,13.794
-3.909,-0.622,0.360,28.442,-55.786,-28.442
-3.876,-0.635,0.323,32.043,-61.951,-61.279
-3.740,-0.690,0.257,37.842,-70.251,-92.346
-3.509,-0.710,0.227,47.974,-83.435,-120.789
-3.182,-0.654,0.306,61.340,-100.403,-147.095
-2.828,-0.629,0.380,71.716,-111.206,-174.377
-2.471,-0.583,0.537,86.792,-113.098,-211.121
-2.137,-0.500,0.710,96.558,-116.638,-235.779
-1.764,-0.435,0.885,96.008,-116.211,-261.292
-1.326,-0.410,1.015,94.238,-112.427,-282.166
-0.736,-0.363,1.041,91.187,-108.459,-293.884
-0.064,-0.330,1.038,89.661,-116.821,-290.100
0.550,-0.240,1.036,90.271,-143.066,-261.536
1.025,-0.057,1.069,91.248,-177.917,-209.595
1.350,0.156,1.139,86.792,-205.139,-151.550
1.554,0.396,1.173,81.238,-209.595,-102.356
1.599,0.585,1.186,77.271,-189.941,-70.129
1.592,0.738,1.145,77.881,-147.888,-61.157
1.507,0.796,1.063,83.862,-93.140,-71.350
1.416,0.830,0.981,86.548,-38.513,-88.989
1.376,0.824,0.918,85.205,5.249,-98.389
1.362,0.804,0.880,83.801,29.114,-86.304
1.243,0.766,0.908,80.505,26.917,-56.824
1.032,0.797,1.000,72.266,7.019,-23.560
0.761,0.849,1.090,59.265,-13.123,8.423
0.493,0.879,1.132,44.067,-21.362,31.555
0.257,0.858,1.113,29.358,-13.489,38.757
0.099,0.795,1.048,15.564,5.859,33.691
-0.034,0.727,0.988,2.747,27.527,24.170
-0.171,0.668,0.932,-8.789,48.279,13.367
-0.297,0.631,0.890,-17.822,67.688,0.671
-0.354,0.615,0.888,-24.536,84.412,-14.221
-0.346,0.635,0.917,-30.029,95.581,-26.062
-0.297,0.659,0.915,-35.156,98.694,-29.419
-0.260,0.647,0.871,-41.504,93.506,-23.804
-0.234,0.625,0.791,-48.401,83.252,-11.353
-0.235,0.625,0.705,-57.373,71.594,1.953
-0.259,0.619,0.628,-65.552,62.927,11.719
-0.280,0.591,0.551,-69.824,60.120,17.212
-0.283,0.579,0.481,-73.364,63.354,19.409
-0.283,0.563,0.421,-75.745,71.350,17.334
-0.353,0.526,0.350,-75.378,78.674,14.648
-0.486,0.506,0.260,-73.486,89.050,8.789
-0.589,0.505,0.172,-68.726,99.976,-0.305
-0.623,0.522,0.102,-60.425,106.506,-10.803
-0.638,0.528,0.044,-53.223,108.765,-17.700
-0.675,0.536,0.008,-48.462,109.131,-18.433
-0.723,0.561,-0.029,-46.692,109.985,-14.526
-0.783,0.580,-0.072,-45.166,107.605,-9.583
-0.861,0.600,-0.087,-38.940,98.816,-5.432
-0.918,0.630,-0.055,-30.762,85.632,-1.465
-0.974,0.684,0.003,-25.940,69.275,4.028
-1.004,0.737,0.059,-25.024,55.176,9.888
-1.037,0.752,0.096,-26.611,46.997,13.855
-1.092,0.751,0.106,-26.978,42.480,14.709
-1.133,0.753,0.115,-24.475,38.086,12.329
-1.161,0.770,0.130,-21.729,31.250,11.963
-1.186,0.790,0.125,-22.644,23.376,14.160
-1.188,0.779,0.109,-22.888,18.127,13.794
-1.180,0.757,0.079,-20.264,13.977,13.733
-1.173,0.737,0.055,-18.494,9.399,13.367
-1.154,0.734,0.060,-16.602,2.869,12.390
-1.124,0.739,0.085,-12.817,-5.615,10.864
-1.085,0.736,0.119,-10.132,-11.841,9.705
-1.036,0.732,0.157,-11.169,-13.672,8.057
-0.991,0.729,0.186,-12.939,-10.376,3.174
-0.944,0.727,0.195,-12.207,-3.784,-5.066
-0.866,0.722,0.184,-10.864,6.042,-15.198
-0.761,0.709,0.155,-10.071,18.005,-24.902
-0.667,0.689,0.121,-8.789,28.809,-31.677
-0.595,0.664,0.089,-7.019,36.438,-35.522
-0.513,0.648,0.073,-2.991,39.673,-37.048
-0.450,0.645,0.083,3.357,36.804,-33.997
-0.413,0.653,0.132,9.705,27.283,-27.100
-0.982,1.077,1.148,129.639,6.409,-51.208
-1.016,1.338,1.223,123.230,16.235,-68.237
-0.988,1.537,1.338,114.441,25.696,-80.566
-0.962,1.731,1.428,98.450,31.555,-89.233
-0.821,1.959,1.590,89.172,36.011,-87.036
-0.795,2.139,1.744,74.219,16.235,-58.716
-0.858,2.317,1.907,53.650,-11.414,-38.940
-0.901,2.501,2.003,36.316,-27.893,-32.532
-0.887,2.596,1.973,15.686,-30.273,-31.860
-0.849,2.543,1.844,-13.611,-26.367,-31.799
-0.787,2.422,1.651,-46.570,-18.799,-34.607
-0.654,2.278,1.451,-70.679,-6.775,-43.030
-0.495,2.111,1.277,-87.585,4.578,-49.072
-0.348,1.938,1.138,-103.333,12.024,-44.861
-0.205,1.756,1.009,-118.530,15.564,-31.250
-0.061,1.552,0.896,-132.202,16.357,-13.794
0.043,1.357,0.783,-144.348,14.526,6.104
0.143,1.163,0.696,-155.273,14.343,25.146
0.225,0.984,0.623,-164.612,17.578,42.786
0.268,0.816,0.568,-172.607,24.597,57.434
0.300,0.653,0.505,-177.734,36.621,67.566
0.291,0.490,0.429,-180.298,51.453,75.134
0.222,0.310,0.344,-180.908,66.345,82.886
0.128,0.128,0.249,-178.406,80.933,91.064
0.006,-0.039,0.166,-172.974,92.468,100.891
-0.152,-0.180,0.096,-165.833,99.243,111.084
-0.340,-0.298,0.036,-156.860,103.516,120.544
-0.522,-0.408,-0.023,-145.386,106.628,127.686
-0.720,-0.511,-0.094,-131.409,106.506,133.972
-0.873,-0.621,-0.144,-116.394,100.769,140.564
-1.034,-0.686,-0.167,-102.722,90.393,148.926
-1.175,-0.755,-0.169,-89.722,81.116,160.156
-1.418,-0.839,-0.167,-76.233,71.472,162.354
-1.677,-0.907,-0.155,-61.829,68.970,154.724
-1.957,-0.972,-0.139,-45.959,67.017,140.808
-2.220,-1.035,-0.134,-29.541,61.829,125.916
-2.453,-1.095,-0.097,-12.573,53.589,109.009
-2.682,-1.117,-0.002,2.869,39.734,89.111
-2.897,-1.082,0.105,14.648,22.278,66.589
-3.073,-1.017,0.188,23.499,4.150,41.382
-3.226,-0.971,0.246,29.236,-12.451,16.602
-3.331,-0.950,0.271,32.959,-25.818,-7.996
-3.395,-0.931,0.268,38.879,-36.438,-35.034
-3.390,-0.916,0.268,48.462,-47.485,-64.880
-3.304,-0.883,0.301,60.547,-60.364,-93.933
-3.133,-0.844,0.359,72.632,-74.036,-119.629
-2.855,-0.754,0.465,83.191,-85.266,-143.799
-2.590,-0.681,0.573,88.989,-93.140,-161.011
-2.238,-0.603,0.711,92.468,-92.957,-192.505
-1.892,-0.497,0.838,95.581,-89.722,-225.098
-1.513,-0.404,0.914,92.346,-81.238,-253.113
-1.050,-0.327,0.982,86.670,-73.181,-274.658
-0.503,-0.261,1.021,83.069,-73.975,-283.997
0.087,-0.150,1.053,84.412,-86.853,-276.855
0.694,0.006,1.074,87.830,-108.093,-248.718
1.129,0.154,1.043,89.905,-136.047,-201.477
1.272,0.288,0.969,89.722,-162.842,-142.883
1.246,0.433,0.923,89.661,-172.729,-93.445
1.181,0.550,0.919,91.553,-155.823,-67.017
1.097,0.636,0.952,94.238,-120.544,-63.354
0.974,0.711,1.014,94.421,-77.698,-73.792
0.898,0.810,1.078,89.905,-33.936,-88.135
0.931,0.880,1.112,83.313,0.366,-97.412
1.031,0.903,1.142,76.904,14.893,-92.468
1.023,0.914,1.157,67.383,5.920,-69.824
0.862,0.946,1.156,55.237,-17.456,-36.743
0.655,0.963,1.124,42.297,-38.635,-2.380
0.469,0.935,1.094,28.198,-47.913,22.705
0.319,0.901,1.073,14.099,-40.344,31.067
0.219,0.856,1.048,3.296,-18.311,25.513
0.133,0.800,1.026,-5.798,7.996,12.207
0.067,0.744,1.000,-14.954,33.264,-3.052
0.004,0.686,0.965,-22.705,54.565,-16.479
-0.033,0.634,0.927,-28.625,71.655,-27.771
-0.019,0.595,0.905,-31.677,81.970,-34.241
-0.019,0.591,0.877,-35.400,82.153,-32.654
-0.039,0.595,0.830,-40.344,76.599,-24.414
-0.069,0.561,0.754,-44.067,69.458,-12.085
-0.101,0.535,0.677,-50.476,63.599,2.258
-0.113,0.533,0.614,-55.420,59.509,14.038
-0.136,0.526,0.552,-57.556,57.800,21.484
-0.199,0.503,0.473,-58.594,60.608,26.733
-0.278,0.465,0.393,-59.998,66.589,28.992
-0.390,0.435,0.323,-60.974,71.594,28.198
-0.486,0.445,0.271,-58.899,75.989,23.010
-0.556,0.451,0.236,-52.063,81.726,16.113
-0.618,0.459,0.202,-44.922,85.693,11.047
-0.728,0.495,0.168,-41.931,87.463,7.141
-0.827,0.558,0.136,-40.100,89.294,1.831
-0.846,0.609,0.094,-37.537,93.506,-5.493
-0.854,0.630,0.044,-34.668,95.764,-10.559
-0.906,0.638,0.003,-32.654,91.431,-7.629
-0.979,0.637,-0.018,-31.616,83.679,-1.221
-1.030,0.641,0.008,-27.100,74.036,3.418
-1.079,0.664,0.062,-19.592,61.707,4.822
-1.153,0.709,0.156,-12.634,47.913,5.859
-1.233,0.775,0.247,-9.949,34.119,11.292
-1.254,0.808,0.303,-15.442,23.926,16.235
-1.233,0.816,0.316,-22.156,19.226,15.625
-1.220,0.785,0.282,-24.780,15.686,13.306
-1.207,0.744,0.207,-27.710,13.794,11.292
-1.156,0.727,0.131,-31.189,13.123,8.789
-1.110,0.701,0.086,-29.358,11.475,5.310
-1.088,0.699,0.076,-23.560,8.789,1.892
-1.063,0.711,0.089,-17.395,6.042,-1.770
-1.026,0.720,0.122,-11.658,5.127,-5.188
-1.004,0.717,0.146,-6.714,4.150,-7.202
-0.989,0.718,0.180,-2.808,1.282,-9.827
-0.926,0.720,0.213,-0.244,-1.343,-13.245
-0.843,0.720,0.240,1.038,-2.502,-15.991
-0.764,0.727,0.255,0.732,-1.709,-17.944
-0.692,0.727,0.256,-0.244,1.282,-19.592
-0.644,0.728,0.236,0.000,4.517,-20.264
-0.598,0.720,0.214,0.671,6.897,-19.348
-0.538,0.708,0.225,1.648,8.728,-17.578
-0.521,0.706,0.260,2.747,9.521,-15.015
-0.527,0.717,0.301,5.310,9.094,-14.404
-0.506,0.752,0.349,10.620,8.606,-16.235
-0.467,0.777,0.400,14.771,7.324,-16.052
-1.008,0.724,1.292,172.913,37.354,-68.420
-0.972,0.944,1.375,169.250,38.574,-78.918
-0.898,1.176,1.525,164.001,35.156,-83.923
-0.797,1.494,1.710,153.503,24.841,-81.970
-0.983,1.736,1.866,136.230,12.329,-77.759
-0.897,1.983,2.054,118.713,17.944,-80.994
-0.948,2.168,2.134,94.055,0.305,-54.565
-1.016,2.309,2.158,64.270,-24.902,-44.312
-0.957,2.447,2.152,53.467,-28.931,-63.782
-0.825,2.533,2.018,38.452,-21.179,-75.806
-0.698,2.479,1.812,6.836,-14.282,-75.867
-0.578,2.361,1.580,-25.696,-11.169,-70.984
-0.479,2.273,1.375,-47.241,-7.019,-70.007
-0.373,2.163,1.167,-61.646,-0.244,-70.068
-0.216,2.007,0.985,-73.608,6.836,-61.890
-0.068,1.852,0.848,-86.121,10.193,-45.349
0.051,1.716,0.763,-97.534,9.094,-23.804
0.172,1.606,0.724,-106.079,7.446,-2.014
0.258,1.475,0.718,-113.647,7.324,19.653
0.297,1.356,0.721,-122.986,10.742,41.077
0.279,1.231,0.705,-132.385,17.151,62.256
0.226,1.083,0.663,-139.709,26.611,77.332
0.163,0.914,0.595,-144.287,38.269,87.891
0.084,0.729,0.532,-147.522,49.316,97.290
-0.025,0.567,0.480,-149.963,58.289,107.117
-0.133,0.435,0.413,-151.245,65.125,114.502
-0.215,0.295,0.339,-151.672,70.557,119.629
-0.277,0.161,0.255,-151.917,76.233,123.535
-0.331,0.032,0.185,-150.085,83.984,125.977
-0.414,-0.066,0.105,-144.714,93.506,126.282
-0.511,-0.155,0.021,-135.559,103.760,124.451
-0.618,-0.261,-0.057,-122.620,112.244,123.291
-0.731,-0.362,-0.120,-106.384,116.333,125.488
-0.870,-0.429,-0.149,-90.332,114.380,132.263
-1.040,-0.490,-0.129,-74.402,105.286,139.404
-1.191,-0.556,-0.050,-60.425,91.125,144.470
-1.403,-0.564,0.021,-50.842,74.341,147.949
-1.611,-0.604,0.047,-42.786,59.143,149.475
-1.848,-0.673,0.034,-35.278,43.579,143.738
-2.025,-0.719,0.011,-27.100,32.410,134.277
-2.185,-0.783,-0.004,-18.372,18.616,125.732
-2.336,-0.821,-0.014,-9.766,-1.404,116.577
-2.471,-0.844,0.003,-0.244,-22.766,105.042
-2.601,-0.833,0.018,10.071,-40.161,89.478
-2.711,-0.825,0.064,21.179,-51.453,71.045
-2.808,-0.818,0.126,30.212,-59.448,49.988
-2.912,-0.803,0.207,37.903,-66.650,26.062
-2.977,-0.786,0.292,47.363,-73.059,-2.747
-3.015,-0.743,0.370,55.969,-77.637,-34.363
-2.976,-0.712,0.438,63.293,-81.177,-69.092
-2.894,-0.669,0.535,70.496,-88.135,-102.478
-2.782,-0.604,0.622,73.242,-96.008,-130.554
-2.635,-0.554,0.692,73.303,-101.563,-157.837
-2.428,-0.523,0.784,74.585,-104.614,-184.204
-2.178,-0.482,0.912,74.646,-106.018,-211.731
-1.929,-0.394,1.041,72.388,-107.239,-240.601
-1.653,-0.310,1.157,67.810,-107.300,-269.592
-1.244,-0.259,1.220,61.707,-106.079,-294.067
-0.730,-0.231,1.255,57.556,-111.694,-307.068
-0.211,-0.187,1.277,54.077,-127.014,-304.138
0.292,-0.071,1.317,49.377,-147.156,-285.461
0.719,0.086,1.339,42.725,-170.471,-254.211
1.052,0.268,1.292,35.278,-189.697,-216.980
1.281,0.433,1.185,29.297,-197.632,-179.687
1.450,0.596,1.041,26.489,-188.599,-148.132
1.559,0.725,0.899,28.076,-163.086,-126.404
1.593,0.797,0.750,30.273,-125.183,-113.159
1.549,0.812,0.604,34.485,-83.130,-106.079
1.487,0.795,0.486,40.161,-44.861,-101.074
1.353,0.773,0.403,45.410,-16.602,-89.905
1.159,0.768,0.390,48.462,1.282,-72.205
0.913,0.742,0.410,48.828,10.681,-53.162
0.721,0.731,0.449,44.739,18.372,-41.321
0.574,0.738,0.469,36.438,25.513,-34.546
0.447,0.738,0.465,28.015,34.729,-28.015
0.331,0.702,0.438,22.949,46.204,-20.142
0.227,0.663,0.401,19.470,56.946,-14.832
0.172,0.623,0.384,17.029,64.270,-11.047
0.141,0.593,0.386,14.954,67.261,-5.493
0.096,0.581,0.406,14.282,66.223,3.723
0.032,0.580,0.451,13.916,61.218,15.625
-0.054,0.590,0.504,12.817,53.284,27.222
-0.157,0.607,0.577,10.986,44.556,36.072
-0.297,0.630,0.661,7.446,37.964,41.565
-0.328,0.702,0.735,-0.793,40.100,40.710
-0.358,0.726,0.769,-6.042,43.396,37.415
-0.395,0.738,0.759,-11.108,49.500,32.532
-0.392,0.747,0.723,-17.395,61.890,25.940
-0.316,0.750,0.670,-22.949,76.965,18.860
-0.271,0.701,0.570,-27.039,93.933,12.512
-0.296,0.653,0.440,-30.090,111.084,7.446
-0.338,0.615,0.323,-30.884,123.047,5.249
-0.394,0.587,0.235,-30.762,126.282,4.028
-0.466,0.579,0.189,-26.550,121.033,5.188
-0.543,0.599,0.180,-20.691,111.755,8.911
