aX,aY,aZ,gX,gY,gZ
-0.044,0.718,-0.089,27.649,-27.893,-46.692
0.011,0.719,-0.106,23.193,-34.363,-38.208
0.026,0.723,-0.108,17.822,-41.382,-27.222
0.000,0.753,-0.119,14.648,-44.678,-18.005
-0.047,0.770,-0.121,14.221,-43.274,-14.282
-0.100,0.787,-0.136,14.282,-38.086,-14.465
-0.123,0.806,-0.149,13.184,-30.151,-17.151
-0.119,0.780,-0.181,12.573,-18.982,-21.484
-0.123,0.779,-0.235,12.024,-8.972,-24.170
-0.105,0.752,-0.264,12.207,-3.906,-26.001
-0.075,0.742,-0.268,13.123,-2.197,-25.635
-0.070,0.750,-0.265,13.794,-3.235,-21.545
-0.067,0.772,-0.264,13.367,-6.775,-15.503
-0.073,0.795,-0.255,12.146,-11.169,-8.789
-0.115,0.819,-0.244,10.559,-13.367,-2.563
-0.180,0.832,-0.235,9.888,-12.268,1.709
-0.242,0.856,-0.228,9.399,-10.193,3.174
-0.284,0.873,-0.213,8.423,-9.338,2.808
-0.300,0.879,-0.211,5.676,-7.568,2.258
-0.307,0.875,-0.215,3.540,-4.150,0.366
-0.307,0.861,-0.236,3.967,0.732,-2.686
-0.305,0.853,-0.252,5.310,4.395,-4.700
-0.313,0.864,-0.262,5.249,4.517,-4.639
-0.301,0.863,-0.255,3.906,2.563,-2.502
-0.302,0.865,-0.250,1.587,0.244,0.916
-0.327,0.870,-0.251,0.000,-0.183,3.723
-0.347,0.885,-0.251,0.305,0.977,4.333
-0.371,0.893,-0.258,0.549,0.427,4.700
-0.388,0.897,-0.259,-0.488,-1.282,5.493
-0.396,0.901,-0.253,-1.648,-1.709,5.371
-0.404,0.903,-0.240,-1.160,0.183,3.174
-0.412,0.910,-0.239,0.183,4.028,-0.549
-0.423,0.914,-0.249,1.160,7.446,-4.211
-0.412,0.905,-0.259,1.648,10.437,-7.202
-0.397,0.898,-0.255,2.075,12.878,-9.521
-0.372,0.895,-0.252,2.625,14.343,-10.925
-0.356,0.891,-0.238,2.441,13.184,-10.376
-0.360,0.890,-0.227,0.977,10.620,-7.812
-0.357,0.879,-0.240,-0.183,8.911,-5.432
-0.755,1.749,0.368,29.053,62.378,44.128
-0.864,1.820,0.390,17.151,69.946,40.283
-0.935,1.846,0.413,4.028,76.599,33.142
-0.949,1.826,0.447,-8.057,83.740,23.682
-0.944,1.784,0.456,-21.362,91.309,15.564
-0.968,1.723,0.430,-34.607,98.328,9.277
-0.994,1.635,0.405,-46.204,103.699,5.188
-1.034,1.541,0.359,-57.068,106.323,4.456
-1.107,1.442,0.303,-67.139,104.004,7.507
-1.209,1.377,0.260,-76.355,97.595,11.719
-1.321,1.304,0.234,-83.679,90.027,14.038
-1.421,1.222,0.217,-88.745,85.632,12.573
-1.509,1.111,0.204,-92.285,85.144,8.850
-1.588,1.007,0.199,-95.398,85.083,4.211
-1.632,0.922,0.222,-97.900,81.543,-0.793
-1.749,0.829,0.244,-102.783,76.050,-5.066
-1.712,0.750,0.193,-106.689,78.125,-10.986
-1.720,0.626,0.156,-109.924,75.562,-13.428
-1.728,0.507,0.103,-114.319,69.763,-14.587
-1.717,0.402,0.041,-113.464,64.636,-15.930
-1.740,0.312,-0.001,-108.215,56.885,-16.052
-1.757,0.266,-0.022,-102.112,47.668,-15.442
-1.726,0.217,-0.030,-95.520,38.635,-13.000
-1.769,0.149,-0.028,-90.942,25.574,-6.348
-1.799,0.113,0.003,-86.914,10.742,-1.282
-1.816,0.101,0.093,-80.322,-3.967,-1.343
-1.867,0.109,0.152,-76.111,-14.160,-3.784
-1.925,0.097,0.160,-74.768,-17.517,-8.423
-1.952,0.055,0.111,-74.341,-16.052,-15.137
-1.946,0.010,0.037,-72.510,-14.709,-23.499
-1.919,-0.033,-0.025,-66.833,-15.625,-32.471
-1.875,-0.083,-0.083,-59.570,-19.165,-38.818
-1.830,-0.095,-0.127,-51.697,-26.428,-41.504
-1.791,-0.097,-0.126,-42.786,-37.720,-42.358
-1.743,-0.089,-0.104,-33.936,-49.622,-42.725
-1.675,-0.078,-0.088,-26.184,-58.411,-43.396
-1.604,-0.058,-0.056,-18.555,-65.552,-44.678
-1.555,-0.036,-0.038,-12.329,-71.533,-45.288
-1.521,-0.001,-0.022,-7.446,-75.989,-45.105
-1.507,0.037,-0.018,-2.441,-80.078,-45.593
-1.472,0.079,0.004,2.869,-83.984,-48.645
-1.412,0.107,0.041,7.751,-86.609,-53.284
-1.332,0.132,0.075,11.658,-87.158,-58.044
-1.268,0.161,0.094,14.832,-87.219,-62.378
-1.193,0.179,0.080,17.761,-86.365,-66.406
-1.109,0.192,0.066,20.325,-87.097,-68.787
-1.009,0.200,0.041,21.729,-89.539,-68.970
-0.908,0.216,-0.004,23.682,-92.468,-66.467
-0.824,0.233,-0.038,26.550,-95.886,-62.256
-0.793,0.265,-0.047,30.518,-98.999,-57.495
-0.779,0.321,-0.039,36.133,-99.365,-55.603
-0.751,0.368,-0.011,43.274,-96.558,-57.434
-0.712,0.396,0.039,48.157,-91.980,-60.913
-0.627,0.419,0.072,49.988,-86.731,-64.453
-0.533,0.419,0.076,50.720,-83.496,-65.491
-0.484,0.438,0.050,49.561,-85.510,-60.730
-0.464,0.475,0.030,46.997,-92.651,-52.307
-0.444,0.517,0.030,45.410,-100.037,-44.617
-0.411,0.544,0.032,45.410,-102.356,-40.527
-0.359,0.561,0.032,46.814,-99.792,-39.185
-0.326,0.591,0.022,48.950,-94.360,-39.490
-0.286,0.597,0.021,51.636,-87.891,-40.833
-0.263,0.617,0.040,54.749,-82.153,-42.542
-0.239,0.638,0.085,56.458,-78.552,-43.152
-0.213,0.660,0.112,54.749,-75.989,-42.358
-0.175,0.674,0.129,51.270,-75.073,-39.917
-0.175,0.702,0.127,47.119,-75.867,-35.950
-0.203,0.716,0.098,42.297,-76.538,-31.555
-0.230,0.733,0.075,37.903,-75.867,-29.358
-0.225,0.735,0.051,34.973,-72.693,-30.884
-0.172,0.716,0.010,33.325,-66.772,-33.875
-0.149,0.709,-0.029,32.166,-60.425,-35.522
-0.125,0.695,-0.062,31.677,-55.786,-35.706
-0.105,0.682,-0.084,31.799,-54.199,-33.813
-0.120,0.691,-0.091,31.250,-55.237,-30.151
-0.139,0.700,-0.090,29.846,-55.237,-27.161
-0.117,0.695,-0.095,28.809,-51.880,-26.489
-0.116,0.693,-0.120,27.893,-48.462,-26.184
-0.132,0.704,-0.143,26.245,-46.814,-24.719
-0.147,0.720,-0.146,24.780,-43.762,-24.353
-0.147,0.730,-0.152,25.024,-38.208,-26.306
-0.148,0.728,-0.170,25.879,-31.433,-29.724
-0.165,0.725,-0.191,26.062,-25.208,-32.471
-0.162,0.731,-0.195,26.001,-21.362,-34.119
-0.149,0.732,-0.189,25.757,-19.165,-34.180
-0.124,0.731,-0.198,24.902,-17.395,-32.471
-0.107,0.733,-0.196,23.804,-18.433,-28.687
-0.104,0.752,-0.194,22.217,-20.569,-23.437
-0.139,0.771,-0.181,20.752,-22.156,-18.738
-0.164,0.807,-0.154,18.982,-20.691,-16.357
-0.166,0.826,-0.138,16.968,-14.709,-16.846
-0.180,0.828,-0.145,15.320,-7.202,-18.921
-0.183,0.810,-0.163,14.709,-0.610,-21.851
-0.170,0.809,-0.177,14.954,3.357,-23.865
-0.173,0.816,-0.181,14.282,3.967,-22.705
-0.184,0.816,-0.193,12.146,2.747,-19.043
-0.180,0.822,-0.203,10.376,0.732,-14.771
-0.198,0.837,-0.199,8.911,-1.892,-10.620
-0.223,0.847,-0.211,7.080,-1.709,-7.507
-0.250,0.848,-0.232,5.615,-0.793,-5.249
-0.269,0.845,-0.246,4.639,-1.160,-3.174
-0.286,0.848,-0.244,3.967,-1.221,-1.282
-0.322,0.848,-0.242,4.517,0.732,-0.122
-0.361,0.849,-0.258,5.615,3.052,-0.244
-0.389,0.856,-0.268,5.798,3.357,-0.305
-0.402,0.858,-0.266,4.700,2.991,0.610
-0.434,0.869,-0.255,5.005,4.150,0.427
-0.458,0.885,-0.242,6.897,6.531,-2.441
-0.445,0.888,-0.235,8.057,7.874,-5.676
-0.433,0.898,-0.228,6.592,7.019,-6.653
-0.400,0.882,-0.235,5.127,7.141,-6.592
-0.388,0.875,-0.248,4.944,7.629,-6.165
-0.405,0.881,-0.251,5.798,7.751,-5.310
-0.416,0.887,-0.242,7.141,7.141,-4.578
-0.425,0.899,-0.218,7.690,5.005,-3.601
-0.430,0.904,-0.190,6.958,2.869,-2.441
-0.426,0.898,-0.172,6.226,4.211,-2.686
-0.428,0.892,-0.177,6.592,7.263,-4.639
-0.424,0.899,-0.173,7.690,7.019,-6.958
