aX,aY,aZ,gX,gY,gZ
-1.622,-0.396,-0.091,34.058,-81.970,-36.621
-1.611,-0.346,-0.098,39.673,-85.510,-38.452
-1.600,-0.261,-0.099,44.373,-89.478,-39.795
-1.611,-0.236,-0.097,46.509,-96.130,-41.748
-1.548,-0.205,-0.077,50.903,-103.333,-45.044
-1.467,-0.143,-0.051,58.960,-110.413,-48.279
-1.418,-0.058,-0.044,63.538,-117.432,-49.622
-1.420,0.016,-0.035,65.002,-125.549,-49.500
-1.404,0.069,-0.018,66.223,-130.981,-50.537
-1.370,0.124,-0.008,68.298,-132.935,-54.993
-1.321,0.182,0.003,70.984,-133.301,-62.561
-1.231,0.224,0.004,74.890,-130.310,-73.425
-1.131,0.265,-0.003,79.834,-123.352,-84.351
-1.027,0.303,-0.014,84.656,-114.746,-94.910
-0.937,0.332,-0.013,89.844,-107.300,-105.835
-0.828,0.345,0.002,95.398,-101.990,-115.051
-0.701,0.372,0.025,99.731,-101.624,-120.972
-0.568,0.397,0.083,101.990,-106.140,-123.230
-0.398,0.411,0.166,102.905,-111.328,-122.498
-0.234,0.442,0.260,101.624,-115.356,-119.751
-0.097,0.467,0.322,99.060,-116.150,-115.601
0.041,0.499,0.361,96.313,-114.014,-111.145
0.157,0.533,0.391,91.614,-110.291,-106.689
0.214,0.576,0.397,86.853,-104.370,-101.379
0.241,0.597,0.364,83.984,-95.703,-97.778
0.276,0.615,0.318,82.581,-86.243,-96.252
0.290,0.625,0.262,81.177,-77.637,-94.177
0.255,0.632,0.221,79.529,-69.519,-91.125
0.253,0.658,0.203,78.796,-61.462,-89.294
0.289,0.673,0.209,79.041,-52.734,-88.989
0.341,0.692,0.231,78.430,-46.814,-87.830
0.380,0.725,0.234,75.012,-45.044,-82.886
0.398,0.744,0.224,69.336,-45.715,-73.669
0.426,0.756,0.215,61.890,-45.959,-61.157
0.412,0.781,0.200,53.589,-46.326,-47.485
0.355,0.804,0.172,46.509,-46.082,-35.095
0.315,0.822,0.142,40.649,-44.128,-26.550
0.265,0.829,0.142,36.072,-40.405,-21.118
0.248,0.867,0.123,31.555,-30.029,-18.433
0.231,0.853,0.107,28.381,-16.357,-19.409
0.188,0.851,0.059,26.733,-5.005,-20.203
0.140,0.868,0.026,27.161,2.502,-22.156
0.112,0.869,0.024,28.442,8.484,-25.208
0.103,0.874,0.028,27.344,15.137,-26.855
0.114,0.865,0.009,25.024,19.653,-26.184
0.102,0.852,-0.002,20.752,18.738,-21.545
0.053,0.854,-0.024,12.939,13.367,-10.864
-0.016,0.859,-0.081,3.845,5.310,2.258
-0.088,0.871,-0.136,-3.540,-4.456,13.916
-0.163,0.888,-0.163,-7.935,-11.353,21.362
-0.216,0.904,-0.189,-9.521,-10.010,23.193
-0.265,0.898,-0.220,-8.484,-2.563,20.020
-0.301,0.891,-0.242,-5.371,6.042,14.343
-0.326,0.890,-0.250,-1.709,12.268,9.399
-0.349,0.883,-0.248,0.671,17.395,6.592
-0.380,0.899,-0.242,1.526,21.790,5.188
-0.411,0.915,-0.225,1.892,23.071,4.395
-0.440,0.926,-0.207,1.221,21.362,4.211
-0.473,0.929,-0.198,-0.610,18.860,4.395
-0.468,0.924,-0.210,-2.380,16.479,3.967
-0.443,0.922,-0.220,-4.028,11.963,4.456
-0.435,0.924,-0.219,-5.432,5.798,6.714
-0.446,0.927,-0.215,-5.737,1.831,8.728
-0.460,0.924,-0.214,-4.272,1.038,8.789
-0.477,0.913,-0.218,-2.441,1.099,7.202
-0.496,0.916,-0.204,-2.014,1.587,5.859
-0.481,0.929,-0.197,-2.991,5.859,4.150
-0.469,0.908,-0.208,-3.662,11.292,2.502
-0.487,0.896,-0.206,-2.930,14.404,0.549
-0.489,0.911,-0.194,-0.916,13.977,-2.319
-0.477,0.921,-0.172,0.122,10.620,-3.662
-0.465,0.913,-0.166,-1.587,8.423,-3.052
-0.452,0.906,-0.168,-3.235,9.033,-2.563
-0.444,0.896,-0.156,-2.380,11.169,-3.906
-0.441,0.899,-0.158,-0.732,12.146,-5.981
-0.419,0.901,-0.157,-1.038,9.033,-5.493
-0.400,0.883,-0.173,-4.333,2.625,-0.488
-0.415,0.877,-0.200,-9.216,-3.784,7.263
-0.437,0.880,-0.210,-10.925,-7.507,12.329
-0.463,0.880,-0.207,-8.972,-6.775,11.414
-0.478,0.875,-0.210,-6.714,-3.235,7.568
0.045,2.114,0.694,63.660,20.386,1.221
0.159,2.197,0.724,53.223,34.607,-4.395
0.287,2.238,0.753,40.771,49.805,-6.775
0.344,2.276,0.748,25.452,65.613,-2.808
0.345,2.267,0.718,10.498,82.397,4.089
0.316,2.227,0.674,-2.869,97.778,12.695
0.218,2.187,0.626,-15.198,108.582,23.743
0.051,2.154,0.598,-27.954,112.488,35.034
-0.129,2.095,0.581,-41.687,113.708,45.898
-0.259,2.004,0.577,-57.312,115.173,53.467
-0.362,1.887,0.607,-73.669,118.286,58.289
-0.491,1.764,0.610,-87.952,122.864,61.340
-0.624,1.597,0.612,-100.098,128.967,62.622
-0.763,1.438,0.562,-111.145,136.047,64.880
-0.931,1.335,0.450,-120.056,137.451,68.909
-1.085,1.219,0.376,-128.296,127.563,72.754
-1.275,1.129,0.340,-135.864,113.525,76.904
-1.444,1.023,0.316,-142.761,102.783,79.773
-1.667,0.894,0.289,-147.766,97.473,78.003
-1.794,0.790,0.208,-145.813,103.821,70.374
-1.969,0.656,0.132,-142.090,103.333,66.040
-2.108,0.504,0.082,-140.198,94.666,62.866
-2.153,0.383,0.088,-136.169,82.214,59.265
-2.179,0.278,0.159,-130.981,64.941,56.641
-2.239,0.144,0.252,-127.136,44.434,53.711
-2.261,0.086,0.359,-127.319,31.799,50.232
-2.257,-0.035,0.306,-130.249,31.067,51.392
-2.409,-0.185,0.177,-134.521,21.118,54.077
-2.506,-0.317,0.065,-133.850,4.578,50.537
-2.519,-0.442,-0.028,-125.488,-11.230,43.518
-2.525,-0.534,-0.127,-114.563,-26.123,40.039
-2.552,-0.618,-0.177,-101.074,-42.969,36.865
-2.566,-0.664,-0.170,-83.740,-58.411,30.457
-2.565,-0.655,-0.115,-64.758,-67.871,18.616
-2.560,-0.635,-0.053,-47.424,-69.641,2.441
-2.529,-0.619,-0.026,-30.884,-66.711,-15.808
-2.469,-0.603,0.003,-15.503,-65.125,-34.485
-2.342,-0.574,0.027,-2.441,-65.430,-52.612
-2.201,-0.549,0.049,9.827,-67.261,-67.505
-2.100,-0.502,0.096,20.813,-71.838,-77.515
-2.005,-0.432,0.148,28.809,-77.820,-83.862
-1.912,-0.349,0.207,35.339,-85.632,-88.562
-1.816,-0.266,0.233,39.307,-95.276,-91.370
-1.728,-0.194,0.248,40.894,-105.957,-92.773
-1.643,-0.103,0.270,41.687,-118.286,-93.384
-1.537,-0.025,0.285,42.053,-129.456,-95.764
-1.377,0.018,0.282,42.236,-136.719,-99.121
-1.213,0.057,0.254,43.152,-140.808,-100.708
-1.096,0.099,0.213,45.532,-143.494,-99.792
-1.007,0.137,0.185,49.927,-147.156,-98.022
-0.916,0.194,0.166,55.481,-150.757,-96.191
-0.814,0.257,0.158,61.829,-152.832,-95.154
-0.708,0.299,0.191,67.261,-152.649,-95.215
-0.606,0.342,0.226,71.472,-148.437,-96.924
-0.483,0.370,0.269,74.951,-140.503,-100.220
-0.329,0.396,0.287,75.867,-133.362,-102.234
-0.195,0.429,0.298,75.073,-130.493,-99.915
-0.071,0.466,0.285,72.144,-131.470,-92.957
0.041,0.496,0.279,69.153,-135.193,-83.191
0.128,0.549,0.281,66.528,-139.771,-72.205
0.162,0.608,0.283,64.758,-142.029,-62.683
0.190,0.649,0.273,65.063,-137.634,-58.350
0.231,0.666,0.252,66.772,-129.028,-58.472
0.307,0.678,0.240,69.702,-121.887,-59.753
0.379,0.689,0.242,71.594,-117.737,-59.143
0.424,0.703,0.243,70.313,-113.586,-54.749
0.468,0.698,0.229,67.688,-106.628,-48.462
0.491,0.695,0.203,66.101,-98.816,-41.748
0.471,0.732,0.193,65.613,-93.628,-35.461
0.458,0.764,0.203,64.026,-89.966,-30.701
0.458,0.785,0.202,61.096,-84.595,-26.428
0.452,0.820,0.196,57.678,-78.674,-22.156
0.429,0.849,0.199,54.993,-71.960,-21.057
0.417,0.857,0.177,54.077,-60.791,-24.048
0.403,0.832,0.143,53.894,-48.340,-28.748
0.389,0.806,0.104,54.138,-39.063,-31.189
0.405,0.781,0.086,53.955,-33.447,-30.945
0.406,0.776,0.084,52.856,-32.837,-26.489
0.348,0.794,0.091,47.729,-36.438,-16.785
0.233,0.797,0.095,38.879,-38.269,-5.005
0.225,0.844,0.033,27.405,-32.227,3.296
0.172,0.823,-0.017,20.935,-25.085,6.104
0.093,0.821,-0.103,17.212,-18.738,6.409
0.040,0.816,-0.168,15.869,-11.292,3.296
0.021,0.805,-0.220,18.005,-2.319,-1.526
-0.014,0.802,-0.255,21.362,6.836,-6.897
-0.038,0.801,-0.271,25.085,14.709,-12.268
-0.048,0.788,-0.289,28.992,19.531,-14.893
-0.051,0.777,-0.299,31.006,20.935,-13.428
-0.049,0.768,-0.253,30.518,15.259,-6.653
-0.109,0.820,-0.172,26.672,2.014,3.540
-0.179,0.875,-0.101,21.240,-10.132,13.184
-0.232,0.906,-0.067,14.465,-14.709,18.921
-0.280,0.925,-0.074,6.592,-11.169,19.714
-0.315,0.923,-0.117,1.587,-2.441,16.724
-0.340,0.897,-0.176,-1.160,8.545,11.841
-0.356,0.871,-0.232,-0.977,18.250,5.432
-0.344,0.865,-0.261,1.770,24.719,0.061
-0.359,0.870,-0.259,4.761,27.344,-1.648
-0.397,0.892,-0.221,6.592,27.100,-1.343
-0.408,0.885,-0.194,6.592,27.344,-1.465
-0.408,0.879,-0.206,7.263,26.428,-2.014
-0.428,0.907,-0.186,9.399,20.813,-1.038
-0.439,0.926,-0.158,9.094,14.709,1.099
-0.430,0.924,-0.137,6.287,12.146,2.869
-0.413,0.935,-0.129,4.700,10.864,2.686
-0.415,0.938,-0.146,4.028,8.911,3.357
-0.418,0.929,-0.175,1.038,6.531,6.592
-0.410,0.916,-0.183,-1.892,4.089,9.827
-0.405,0.919,-0.186,-0.977,3.296,10.559
-0.425,0.927,-0.181,2.197,3.967,9.155
-0.437,0.933,-0.173,5.005,5.127,7.324
-0.461,0.932,-0.142,6.226,6.897,6.104
-0.456,0.948,-0.149,5.005,11.414,5.249
-0.482,0.937,-0.158,4.272,14.893,4.639
-0.513,0.930,-0.170,3.845,16.418,3.723
-0.536,0.947,-0.165,3.174,12.268,2.686
-0.542,0.962,-0.150,1.221,3.845,3.235
-0.539,0.960,-0.153,-2.991,-2.502,4.883
0.303,1.851,0.646,47.974,15.686,24.170
0.364,1.945,0.684,35.095,27.771,27.954
0.384,1.975,0.712,25.574,40.894,33.264
0.321,2.018,0.709,10.864,51.147,40.710
0.255,2.039,0.710,-2.991,61.829,45.166
0.212,2.023,0.706,-13.184,74.341,45.837
0.125,2.006,0.681,-24.292,88.867,45.288
0.041,1.938,0.632,-35.278,104.370,46.326
-0.079,1.859,0.561,-45.959,116.699,50.171
-0.213,1.771,0.518,-57.190,123.291,55.481
-0.345,1.681,0.473,-67.261,126.770,61.523
-0.495,1.613,0.445,-75.928,127.625,66.956
-0.637,1.546,0.425,-83.313,127.502,70.190
-0.777,1.457,0.433,-90.881,127.747,71.472
-0.898,1.360,0.444,-97.900,129.150,72.083
-1.027,1.256,0.469,-103.088,129.700,71.838
-1.136,1.147,0.479,-107.910,128.845,72.021
-1.271,1.060,0.464,-114.136,125.732,74.646
-1.449,0.946,0.423,-120.605,118.713,78.857
-1.616,0.832,0.375,-127.136,108.337,81.482
-1.744,0.714,0.327,-131.775,96.008,82.336
-1.835,0.601,0.280,-134.583,82.214,81.360
-1.916,0.494,0.244,-135.681,68.604,78.735
-2.000,0.396,0.189,-136.292,57.373,75.806
-2.082,0.291,0.127,-135.498,49.133,70.984
-2.167,0.198,0.049,-131.714,43.091,63.293
-2.251,0.125,-0.029,-126.038,36.255,54.565
-2.301,0.055,-0.097,-119.080,27.954,44.800
-2.349,-0.024,-0.143,-111.267,17.761,34.973
-2.376,-0.038,-0.098,-103.821,9.583,23.254
-2.249,-0.113,-0.145,-96.924,13.245,12.939
-2.238,-0.218,-0.176,-91.431,5.615,8.850
-2.290,-0.245,-0.207,-85.388,-11.780,6.409
-2.233,-0.274,-0.197,-74.890,-28.198,-0.305
-2.139,-0.289,-0.192,-65.125,-40.588,-5.737
-2.091,-0.292,-0.195,-57.495,-50.293,-8.057
-2.036,-0.291,-0.205,-49.683,-56.946,-11.597
-1.958,-0.285,-0.189,-38.940,-61.096,-19.043
-1.884,-0.282,-0.175,-27.222,-63.477,-27.893
-1.826,-0.270,-0.179,-16.602,-65.063,-35.278
-1.754,-0.251,-0.177,-7.385,-68.054,-41.260
-1.662,-0.236,-0.173,0.793,-72.266,-45.776
-1.555,-0.199,-0.174,9.033,-78.003,-47.729
-1.480,-0.145,-0.160,17.212,-85.754,-47.791
-1.414,-0.097,-0.139,24.963,-92.529,-46.387
-1.352,-0.040,-0.099,31.738,-98.999,-44.617
-1.300,0.024,-0.066,37.170,-105.591,-43.030
-1.256,0.085,-0.050,41.077,-111.938,-42.114
-1.212,0.146,-0.037,44.373,-117.310,-42.542
-1.169,0.198,-0.014,48.157,-120.422,-45.654
-1.090,0.241,0.004,51.697,-120.178,-51.880
-0.960,0.268,0.006,55.115,-117.004,-58.838
-0.865,0.303,-0.007,58.350,-113.770,-62.622
-0.810,0.333,-0.002,60.974,-112.732,-63.843
-0.725,0.360,0.000,63.843,-111.816,-63.782
-0.664,0.402,0.014,66.040,-113.953,-60.547
-0.679,0.481,0.036,66.162,-120.300,-55.237
-0.694,0.551,0.089,65.979,-123.901,-54.504
-0.640,0.589,0.134,67.078,-119.934,-59.814
-0.557,0.616,0.164,67.688,-112.549,-68.298
-0.439,0.623,0.194,68.604,-106.018,-76.965
-0.313,0.630,0.209,68.359,-101.685,-81.543
-0.219,0.634,0.203,65.857,-101.013,-80.933
-0.171,0.654,0.213,62.683,-104.004,-77.148
-0.138,0.681,0.215,58.899,-108.093,-72.998
-0.113,0.699,0.203,55.359,-109.314,-70.435
-0.073,0.716,0.182,53.162,-106.689,-70.313
-0.040,0.718,0.167,52.002,-100.891,-71.167
-0.011,0.718,0.152,50.049,-94.055,-71.167
0.016,0.709,0.142,47.485,-89.661,-69.763
0.091,0.693,0.147,44.067,-89.233,-65.430
0.124,0.687,0.160,38.513,-93.506,-56.702
0.072,0.691,0.132,30.884,-101.135,-45.410
0.030,0.662,0.099,24.902,-107.666,-37.109
0.004,0.660,0.049,19.287,-110.840,-33.447
0.015,0.661,-0.039,15.198,-108.948,-34.058
0.050,0.644,-0.136,14.893,-99.609,-38.208
0.116,0.659,-0.158,17.761,-82.825,-46.631
0.219,0.633,-0.166,21.912,-58.777,-56.335
0.244,0.622,-0.205,26.123,-38.330,-60.120
0.244,0.606,-0.190,30.518,-27.954,-61.157
0.293,0.626,-0.165,35.095,-23.560,-61.401
0.359,0.651,-0.128,37.659,-21.851,-57.617
0.388,0.689,-0.103,37.231,-21.057,-50.171
0.352,0.729,-0.088,36.804,-19.531,-42.175
0.300,0.765,-0.085,35.645,-15.747,-35.706
0.239,0.801,-0.097,32.959,-11.414,-30.518
0.189,0.837,-0.120,30.029,-8.606,-26.672
0.161,0.838,-0.149,25.757,-6.653,-22.522
0.132,0.828,-0.185,20.874,-5.554,-17.456
0.085,0.833,-0.206,18.738,-4.700,-14.832
0.108,0.830,-0.204,19.165,-2.563,-14.771
0.105,0.842,-0.201,18.677,-0.916,-12.939
0.049,0.862,-0.214,16.846,0.671,-8.179
0.023,0.877,-0.230,14.648,2.747,-3.540
-0.012,0.890,-0.234,12.329,2.563,1.404
-0.070,0.917,-0.229,10.193,2.136,6.165
-0.107,0.932,-0.216,9.216,4.456,7.935
-0.140,0.935,-0.215,8.789,9.216,7.812
-0.189,0.942,-0.221,7.812,12.817,8.362
-0.246,0.956,-0.215,6.897,14.221,9.277
-0.297,0.974,-0.204,5.859,15.625,9.583
-0.323,0.982,-0.205,4.089,17.334,8.728
-0.335,0.977,-0.218,2.747,18.494,7.324
-0.365,0.981,-0.224,1.770,19.165,6.226
-0.398,0.984,-0.233,1.160,20.508,4.028
-0.405,0.975,-0.246,0.793,20.508,1.831
-0.405,0.975,-0.242,0.305,18.066,1.038
-0.411,0.980,-0.242,-1.343,15.869,0.977
-0.423,0.976,-0.245,-2.075,15.747,-0.305
-0.404,0.974,-0.250,-2.075,16.052,-2.502
-0.398,0.955,-0.272,-4.211,14.221,-1.648
-0.391,0.935,-0.292,-6.653,10.437,0.610
-0.376,0.921,-0.291,-7.202,7.080,2.197
-0.385,0.909,-0.296,-5.798,6.714,1.770
-0.389,0.900,-0.317,-4.150,7.690,0.916
-0.381,0.886,-0.335,-3.723,6.958,1.160
-0.348,0.869,-0.348,-4.211,4.822,2.808
-0.324,0.866,-0.354,-3.784,2.930,4.639
0.000,2.073,0.630,77.515,29.968,25.024
-0.035,2.203,0.664,63.477,38.147,27.832
-0.070,2.302,0.713,47.668,46.265,29.053
-0.095,2.403,0.740,33.997,56.396,26.123
-0.161,2.440,0.722,17.212,69.336,23.010
-0.227,2.358,0.666,-3.113,84.656,20.630
-0.255,2.297,0.583,-26.184,97.534,19.836
-0.284,2.202,0.550,-45.227,109.192,18.860
-0.353,2.076,0.483,-58.044,123.474,16.174
-0.485,1.952,0.392,-68.481,134.705,16.541
-0.615,1.851,0.317,-76.843,137.817,18.372
-0.722,1.735,0.293,-85.938,134.827,22.583
-0.817,1.616,0.279,-97.595,130.127,30.334
-0.912,1.511,0.292,-108.521,123.657,38.513
-0.986,1.377,0.308,-115.784,119.202,42.969
-1.058,1.233,0.309,-122.192,117.188,48.401
-1.188,1.099,0.310,-127.197,113.159,55.298
-1.334,0.969,0.289,-131.775,105.652,62.805
-1.465,0.858,0.271,-136.475,95.703,69.336
-1.559,0.735,0.243,-140.808,83.618,73.853
-1.682,0.626,0.201,-143.616,70.679,77.515
-1.773,0.527,0.151,-144.348,58.411,78.918
-1.904,0.410,0.112,-144.104,49.622,76.660
-1.901,0.309,0.018,-139.954,50.598,70.923
-1.976,0.200,-0.018,-133.850,43.518,67.505
-2.101,0.122,-0.040,-129.333,31.860,62.256
-2.134,0.083,-0.039,-121.521,26.245,51.636
-2.129,0.014,-0.074,-114.136,25.574,42.908
-2.222,-0.079,-0.151,-109.558,17.395,39.917
-2.299,-0.129,-0.242,-105.591,1.709,39.124
-2.319,-0.177,-0.277,-97.656,-18.250,35.645
-2.297,-0.226,-0.299,-89.722,-36.865,32.959
-2.309,-0.274,-0.324,-82.092,-53.284,31.738
-2.322,-0.306,-0.340,-72.266,-68.542,29.480
-2.309,-0.321,-0.333,-59.753,-83.191,24.231
-2.268,-0.317,-0.305,-46.570,-96.558,15.564
-2.175,-0.310,-0.275,-33.752,-104.858,3.601
-2.050,-0.316,-0.262,-22.278,-106.201,-9.155
-1.931,-0.324,-0.253,-11.169,-103.577,-21.301
-1.811,-0.329,-0.234,0.488,-99.426,-32.837
-1.697,-0.308,-0.202,13.306,-96.313,-43.213
-1.613,-0.275,-0.181,25.146,-95.337,-51.819
-1.520,-0.231,-0.152,36.560,-96.130,-59.326
-1.429,-0.200,-0.116,45.776,-97.229,-65.063
-1.335,-0.168,-0.091,53.223,-98.816,-68.604
-1.264,-0.130,-0.057,61.523,-103.394,-70.496
-1.180,-0.055,-0.026,68.115,-110.596,-70.496
-1.110,0.011,0.003,71.716,-118.958,-67.627
-1.052,0.085,0.029,72.327,-126.343,-63.660
-0.991,0.148,0.047,72.266,-128.723,-61.646
-0.925,0.210,0.054,72.632,-127.136,-62.561
-0.858,0.255,0.045,73.547,-122.498,-65.308
-0.809,0.301,0.031,75.500,-117.371,-68.604
-0.761,0.353,0.033,77.881,-113.403,-73.364
-0.649,0.376,0.053,80.505,-108.521,-80.322
-0.494,0.379,0.055,82.703,-103.210,-85.999
-0.343,0.391,0.078,84.351,-101.013,-87.646
-0.186,0.413,0.119,84.534,-100.830,-85.388
-0.062,0.437,0.172,83.801,-102.173,-80.017
0.007,0.481,0.215,83.313,-104.919,-71.350
0.050,0.527,0.240,80.872,-107.971,-60.608
0.048,0.562,0.270,78.125,-110.718,-50.415
0.023,0.628,0.291,76.050,-112.305,-42.847
-0.018,0.686,0.319,72.998,-109.497,-39.856
-0.036,0.720,0.321,69.458,-99.243,-42.786
0.001,0.727,0.295,66.956,-84.351,-49.683
0.079,0.717,0.271,64.941,-70.251,-57.068
0.159,0.707,0.209,61.401,-59.387,-59.875
0.222,0.693,0.125,56.763,-53.955,-56.824
0.239,0.691,0.079,52.917,-53.955,-49.561
0.209,0.719,0.072,49.988,-54.565,-42.297
0.171,0.737,0.063,49.194,-51.331,-38.818
0.148,0.750,0.047,49.622,-46.204,-38.330
0.123,0.780,0.049,49.561,-42.908,-39.001
0.119,0.801,0.050,47.729,-39.124,-40.344
0.121,0.796,0.042,44.800,-33.020,-41.809
0.120,0.780,0.018,40.466,-25.269,-41.748
0.137,0.771,-0.004,35.583,-17.883,-39.185
0.151,0.770,-0.022,30.518,-14.404,-33.997
0.156,0.769,-0.034,25.452,-15.564,-26.489
0.103,0.784,-0.051,19.775,-18.738,-17.456
0.043,0.827,-0.069,14.587,-18.738,-10.925
-0.023,0.841,-0.094,11.780,-12.695,-9.583
-0.044,0.844,-0.129,10.803,-4.150,-11.658
-0.077,0.857,-0.145,11.353,1.709,-14.465
-0.102,0.857,-0.163,10.254,7.324,-16.296
-0.103,0.847,-0.182,8.850,13.062,-17.334
-0.125,0.830,-0.206,7.019,14.648,-15.381
-0.137,0.841,-0.222,3.174,11.536,-11.414
-0.141,0.844,-0.239,-0.061,6.226,-6.226
-0.178,0.834,-0.285,-3.784,1.343,0.610
-0.238,0.844,-0.329,-6.409,-2.136,6.592
-0.281,0.861,-0.330,-5.493,-4.761,9.094
-0.305,0.877,-0.320,-3.906,-4.639,8.606
-0.341,0.889,-0.316,-2.869,-1.099,7.141
-0.378,0.888,-0.315,-1.892,3.296,4.395
-0.385,0.885,-0.314,-1.221,6.775,1.282
-0.384,0.872,-0.305,-1.160,9.460,-1.099
-0.381,0.868,-0.302,-1.038,12.451,-3.174
-0.359,0.861,-0.302,0.000,15.503,-4.883
-0.343,0.844,-0.315,0.549,16.296,-4.211
-0.351,0.842,-0.323,-0.793,13.794,-0.427
-0.395,0.858,-0.319,-1.343,8.789,3.845
-0.432,0.873,-0.305,-1.038,5.493,5.798
-0.443,0.879,-0.284,-0.366,5.493,5.249
-0.448,0.886,-0.274,0.122,6.897,3.418
-0.452,0.883,-0.277,0.427,7.568,1.282
-0.454,0.878,-0.302,0.122,7.568,0.427
-0.460,0.866,-0.318,-0.488,5.310,1.770
-0.475,0.863,-0.302,-1.099,1.282,3.113
-0.466,0.875,-0.282,-1.465,0.183,2.991
-0.470,0.869,-0.277,-1.099,3.174,0.732
-0.464,0.868,-0.291,-0.061,7.202,-2.869
-0.437,0.861,-0.293,1.099,9.827,-6.348
-0.417,0.852,-0.290,2.075,11.536,-8.118
-0.412,0.852,-0.280,3.052,12.024,-8.789
-0.408,0.860,-0.271,4.211,10.803,-8.728
-0.400,0.863,-0.267,3.479,8.545,-7.690
-0.401,0.857,-0.271,1.587,6.714,-5.920
-0.455,1.845,0.483,39.673,56.641,26.062
-0.476,1.885,0.520,26.550,63.538,22.278
-0.480,1.858,0.504,11.292,74.646,18.738
-0.491,1.820,0.454,-3.540,86.365,17.517
-0.523,1.770,0.396,-17.761,94.421,18.311
-0.575,1.709,0.344,-30.334,100.037,20.325
-0.658,1.646,0.294,-41.016,103.516,23.376
-0.752,1.562,0.237,-50.476,104.187,27.283
-0.853,1.485,0.172,-60.852,101.379,31.921
-0.966,1.417,0.117,-70.557,96.375,36.377
-1.082,1.341,0.079,-78.918,92.285,38.818
-1.187,1.260,0.061,-85.510,91.125,38.025
-1.299,1.189,0.039,-90.210,93.140,33.936
-1.438,1.137,0.026,-92.163,96.375,26.733
-1.593,1.084,0.011,-93.933,98.938,16.968
-1.703,0.988,-0.016,-96.008,101.257,6.836
-1.753,0.914,-0.069,-98.938,100.647,-0.916
-1.749,0.817,-0.093,-101.563,93.384,-5.920
-1.747,0.723,-0.099,-103.455,83.313,-8.301
-1.699,0.645,-0.136,-103.210,75.500,-5.737
-1.713,0.545,-0.154,-103.943,59.021,1.770
-1.729,0.481,-0.116,-104.736,39.001,6.958
-1.656,0.429,-0.073,-101.624,25.391,9.033
-1.655,0.379,-0.041,-99.548,13.977,12.451
-1.716,0.343,-0.023,-99.487,4.028,13.916
-1.747,0.289,-0.005,-96.863,-0.610,9.277
-1.772,0.236,-0.029,-92.773,0.610,1.526
-1.834,0.189,-0.086,-88.562,4.150,-6.348
-1.868,0.118,-0.138,-82.336,7.324,-16.846
-1.852,0.065,-0.186,-74.402,9.155,-27.344
-1.807,0.028,-0.219,-65.125,7.019,-34.851
-1.765,-0.013,-0.223,-55.298,0.549,-38.757
-1.739,-0.030,-0.209,-46.387,-7.568,-37.781
-1.734,-0.021,-0.170,-39.307,-18.311,-34.851
-1.746,-0.029,-0.138,-32.104,-29.053,-33.020
-1.766,-0.018,-0.116,-26.367,-37.964,-32.776
-1.771,-0.006,-0.099,-20.447,-46.143,-33.691
-1.769,0.001,-0.102,-15.320,-53.528,-35.828
-1.757,0.009,-0.114,-10.437,-59.692,-39.734
-1.724,0.016,-0.121,-4.822,-64.941,-44.617
-1.651,0.025,-0.113,1.465,-68.665,-50.720
-1.582,0.035,-0.104,8.240,-70.496,-56.763
-1.483,0.049,-0.085,14.587,-72.449,-62.866
-1.376,0.060,-0.066,20.996,-75.012,-68.115
-1.293,0.087,-0.070,25.452,-78.613,-69.702
-1.212,0.111,-0.067,28.748,-82.947,-69.336
-1.116,0.131,-0.061,32.410,-86.792,-68.237
-1.037,0.169,-0.063,35.645,-90.576,-66.406
-0.963,0.202,-0.048,39.246,-94.238,-64.087
-0.874,0.233,-0.043,41.809,-96.313,-61.646
-0.825,0.286,-0.052,44.312,-97.595,-58.533
-0.783,0.332,-0.056,47.119,-98.877,-55.847
-0.726,0.376,-0.048,50.171,-98.755,-54.626
-0.672,0.420,-0.026,53.223,-97.290,-54.993
-0.602,0.443,0.003,56.213,-94.482,-56.152
-0.549,0.472,0.026,58.594,-90.759,-57.556
-0.477,0.512,0.028,59.753,-87.708,-58.105
-0.406,0.518,0.034,60.852,-86.853,-56.824
-0.337,0.542,0.035,60.486,-89.722,-51.819
-0.316,0.581,0.063,58.472,-95.947,-43.518
-0.325,0.644,0.088,55.908,-100.220,-36.194
-0.350,0.673,0.109,54.077,-100.647,-33.447
-0.341,0.713,0.108,53.162,-97.351,-33.936
-0.328,0.741,0.113,52.429,-92.163,-36.255
-0.296,0.754,0.111,50.598,-87.097,-39.490
-0.274,0.736,0.093,47.180,-80.994,-41.870
-0.247,0.703,0.063,44.189,-74.768,-43.457
-0.217,0.704,0.053,43.152,-70.740,-45.105
-0.168,0.697,0.069,44.373,-67.078,-46.875
-0.086,0.665,0.083,44.250,-64.331,-47.119
-0.015,0.680,0.108,41.626,-66.162,-42.542
-0.006,0.704,0.107,36.560,-70.435,-35.278
-0.016,0.709,0.067,30.396,-70.801,-28.564
-0.046,0.704,0.001,25.879,-66.589,-24.414
-0.099,0.722,-0.046,25.635,-62.439,-24.048
-0.134,0.737,-0.045,27.161,-58.777,-26.733
-0.164,0.756,-0.022,27.893,-52.673,-31.372
-0.165,0.757,-0.021,29.236,-42.908,-38.269
-0.157,0.745,-0.027,30.945,-33.264,-45.532
-0.117,0.735,-0.050,30.457,-27.527,-49.377
