aX,aY,aZ,gX,gY,gZ
1.372,1.493,0.655,118.896,-28.015,-121.887
1.287,1.543,0.687,105.530,-33.264,-106.628
1.133,1.516,0.613,80.505,-25.024,-70.496
0.873,1.481,0.513,51.270,-13.611,-21.484
0.574,1.486,0.493,26.245,-13.000,13.977
0.303,1.446,0.497,22.522,-17.395,28.381
0.112,1.390,0.478,23.254,-17.883,29.480
-0.031,1.314,0.409,15.503,-12.024,19.714
-0.123,1.200,0.307,11.658,1.221,-0.427
-0.257,1.057,0.225,13.672,18.005,-24.780
-0.232,0.959,0.120,11.536,37.537,-45.105
-0.176,0.854,0.005,1.221,44.495,-42.969
-0.190,0.824,-0.057,-5.432,32.043,-25.757
-0.170,0.821,0.015,-5.676,16.724,-15.259
-0.290,0.911,0.007,-6.897,9.949,-8.850
-0.335,0.900,0.029,-10.437,15.320,-13.367
-0.314,0.831,-0.057,-8.789,26.001,-21.545
-0.340,0.778,-0.148,-11.230,30.273,-19.775
-0.352,0.769,-0.225,-14.587,26.978,-12.817
-0.343,0.762,-0.240,-11.658,18.005,-6.287
-0.365,0.791,-0.239,-10.498,8.240,1.953
-0.365,0.812,-0.216,-8.606,3.479,7.263
-0.376,0.825,-0.174,-5.615,3.601,9.277
-0.458,0.861,-0.161,-6.775,4.272,11.658
-0.490,0.872,-0.159,-6.348,5.249,9.033
-0.493,0.864,-0.122,-2.014,6.287,3.235
-0.514,0.882,-0.082,-1.099,7.019,-1.038
-0.508,0.896,-0.052,-2.808,10.132,-4.456
-0.477,0.891,-0.043,-4.089,15.564,-8.972
-0.451,0.872,-0.045,-5.005,20.813,-12.756
-0.431,0.859,-0.046,-4.456,23.804,-14.587
-0.408,0.864,-0.032,-3.418,23.926,-12.695
-0.413,0.871,-0.013,-2.502,20.569,-8.423
-0.411,0.883,0.011,0.061,16.418,-5.737
-0.407,0.886,0.034,2.991,13.428,-5.127
-0.418,0.892,0.044,4.578,11.841,-5.371
-0.424,0.899,0.053,4.272,10.254,-5.432
-0.428,0.892,0.065,2.930,8.850,-4.761
-0.406,0.909,0.066,0.061,10.071,-4.944
-0.384,0.898,0.041,-3.479,12.695,-3.906
-0.367,0.871,0.012,-4.944,13.611,-2.014
-0.362,0.868,0.005,-3.174,12.573,-0.549
-0.376,0.867,-0.000,-1.770,10.803,2.380
-0.389,0.858,0.002,-0.916,9.583,6.348
-0.403,0.864,0.022,0.183,8.728,8.972
-0.431,0.876,0.035,0.916,9.155,10.010
-0.458,0.876,0.026,0.610,10.315,9.827
-0.469,0.860,0.015,-0.549,10.986,9.949
-0.492,0.856,0.012,-1.831,10.925,10.437
-0.535,0.853,0.006,-1.770,9.827,10.559
-0.574,0.850,-0.004,-2.930,6.958,11.169
-0.600,0.848,-0.028,-4.700,2.380,13.245
-0.614,0.851,-0.039,-5.066,-1.038,13.611
-0.604,0.858,-0.043,-4.333,-1.099,10.010
-0.568,0.855,-0.048,-2.563,0.854,4.333
-0.530,0.836,-0.069,-1.404,1.892,0.671
-0.509,0.834,-0.082,-1.160,1.587,-0.244
-0.503,0.843,-0.079,0.305,1.587,-1.526
-0.494,0.855,-0.061,2.441,2.319,-3.174
-0.482,0.864,-0.026,3.113,3.845,-4.822
-0.479,0.886,0.003,2.258,5.493,-7.202
-0.438,0.881,-0.001,2.014,7.446,-10.498
-0.385,0.854,-0.026,3.052,6.592,-10.803
-0.358,0.857,-0.036,2.991,2.502,-6.165
-0.352,0.870,-0.021,3.723,-1.099,-0.854
-0.371,0.889,0.002,5.005,-2.380,3.113
-0.412,0.890,0.015,4.944,-1.465,5.371
-0.452,0.896,0.024,4.089,0.061,6.531
-0.485,0.898,0.029,3.296,0.854,6.653
-0.500,0.893,0.032,2.197,0.610,6.287
-0.499,0.886,0.029,1.160,1.709,5.066
-0.486,0.878,0.021,0.671,3.174,2.625
-0.467,0.866,0.007,0.793,3.723,0.977
-0.461,0.857,-0.013,0.183,2.747,1.892
-0.470,0.851,-0.027,-0.122,0.854,3.784
-0.478,0.861,-0.019,0.671,-0.488,4.761
-0.501,0.876,-0.003,0.916,-0.305,4.761
-0.517,0.878,0.005,1.221,0.732,3.052
-1.034,-1.298,1.048,-4.822,103.516,338.013
-1.245,-1.362,1.097,-6.409,95.581,342.529
-1.494,-1.464,1.088,-11.719,88.257,347.046
-1.813,-1.602,1.028,-18.921,79.407,349.792
-2.111,-1.747,0.849,-21.362,68.909,348.694
-2.312,-1.864,0.659,-14.465,49.255,343.811
-2.414,-1.906,0.573,-7.019,14.648,340.271
-2.422,-1.949,0.487,-4.822,-19.592,343.079
-2.541,-2.098,0.322,-5.188,-49.316,346.130
-2.796,-2.258,0.057,-4.395,-70.313,334.778
-3.006,-2.318,-0.145,8.118,-87.402,302.246
-3.151,-2.353,-0.276,26.367,-101.318,261.841
-3.254,-2.299,-0.423,34.485,-100.586,215.149
-3.218,-2.293,-0.532,36.011,-81.604,157.410
-3.269,-2.432,-0.684,47.791,-56.702,96.619
-3.200,-2.453,-0.834,66.040,-30.823,28.625
-3.084,-2.473,-0.961,83.557,-9.521,-30.090
-2.925,-2.484,-0.973,109.985,1.099,-81.970
-2.736,-2.474,-0.912,136.597,-3.479,-122.742
-2.534,-2.380,-0.708,160.767,-24.536,-152.588
-2.309,-2.258,-0.443,192.200,-48.218,-177.856
-2.130,-2.134,-0.201,221.313,-63.538,-202.454
-1.925,-1.996,0.056,244.263,-70.862,-225.281
-1.674,-1.832,0.408,266.724,-74.219,-250.244
-1.521,-1.579,0.817,282.471,-76.172,-277.588
-1.454,-1.289,1.129,285.522,-70.007,-311.279
-1.291,-1.111,1.281,282.288,-49.927,-356.506
-1.030,-0.968,1.283,270.203,-29.114,-403.320
-0.739,-0.885,1.255,256.958,-27.344,-436.890
-0.288,-0.762,1.262,253.845,-48.584,-455.017
0.262,-0.538,1.354,257.080,-90.210,-443.604
0.772,-0.215,1.497,256.897,-143.372,-401.917
1.127,0.158,1.674,251.465,-191.956,-342.712
1.270,0.567,1.837,241.577,-217.285,-283.081
1.212,0.959,1.937,223.267,-211.670,-238.525
1.003,1.257,1.933,201.355,-178.955,-220.581
0.944,1.420,1.879,180.298,-130.981,-228.455
1.000,1.456,1.696,160.400,-89.478,-238.281
1.161,1.449,1.425,143.005,-67.627,-234.314
1.363,1.453,1.212,129.578,-65.796,-213.196
1.522,1.572,1.038,120.972,-76.660,-172.729
1.404,1.359,0.970,122.192,-92.773,-116.028
1.302,1.589,0.941,119.324,-101.929,-83.313
1.074,1.596,0.855,97.168,-84.473,-61.523
0.724,1.554,0.673,67.505,-59.448,-24.780
0.510,1.564,0.622,48.950,-43.396,-8.545
0.343,1.494,0.603,45.044,-33.081,-13.306
0.266,1.453,0.542,38.208,-19.104,-18.616
0.238,1.393,0.480,26.306,-3.906,-26.428
0.162,1.279,0.382,20.264,12.756,-39.246
0.129,1.148,0.248,17.029,31.311,-50.964
0.071,1.043,0.126,12.512,38.269,-48.645
0.019,0.984,0.059,5.432,28.503,-30.640
-0.031,0.967,0.061,-0.671,10.315,-6.348
-0.066,0.957,0.121,-3.784,-4.272,11.597
-0.220,0.997,0.151,-5.981,-8.850,18.188
-0.344,0.957,0.117,-11.353,0.000,12.573
-0.360,0.858,0.035,-11.719,14.221,1.160
-0.406,0.785,-0.097,-15.808,22.095,0.000
-0.417,0.748,-0.200,-20.142,20.569,5.127
-0.433,0.739,-0.231,-17.517,15.442,9.399
-0.479,0.768,-0.230,-14.038,13.489,10.925
-0.508,0.779,-0.209,-9.338,15.808,8.118
-0.534,0.779,-0.191,-4.456,16.968,5.737
-0.568,0.788,-0.187,-3.357,13.977,7.141
-0.569,0.798,-0.168,-2.136,10.315,7.446
-0.559,0.811,-0.142,-0.488,9.033,6.104
-0.573,0.814,-0.132,-0.732,10.071,6.287
-0.587,0.808,-0.108,-1.648,12.146,5.493
-0.602,0.812,-0.071,-1.648,14.954,2.747
-0.631,0.818,-0.039,-0.916,18.433,-1.160
-0.647,0.812,-0.016,0.061,21.301,-5.310
-0.638,0.806,0.010,2.014,22.583,-9.766
-0.600,0.802,0.034,4.211,21.973,-13.733
-0.574,0.805,0.055,6.775,17.822,-15.503
-0.550,0.824,0.075,7.141,12.146,-14.038
-0.532,0.836,0.092,4.639,7.568,-11.108
-0.507,0.858,0.103,2.991,5.859,-9.949
-0.490,0.865,0.111,2.380,6.470,-11.230
-0.464,0.869,0.099,1.099,9.521,-13.000
-0.433,0.852,0.073,0.122,11.292,-13.672
-0.415,0.843,0.055,-0.488,10.376,-10.986
-0.413,0.844,0.052,-1.160,8.667,-6.470
-0.426,0.836,0.050,-0.977,8.118,-2.869
-0.454,0.825,0.042,-0.610,7.874,-0.183
-0.469,0.820,0.051,0.000,6.165,1.953
-0.475,0.840,0.073,-0.305,2.930,4.883
-0.481,0.845,0.080,-1.770,1.343,7.507
-0.498,0.841,0.064,-2.441,3.113,8.179
-0.534,0.821,0.046,-2.197,5.127,6.897
-0.581,0.815,0.025,-1.953,4.944,6.592
-0.603,0.820,0.016,-1.648,2.625,7.629
-0.606,0.832,0.016,-1.709,0.000,8.606
-0.607,0.842,0.021,-1.770,-0.916,7.935
-0.605,0.846,0.022,-1.038,1.282,4.700
-0.594,0.830,0.018,-0.061,4.395,0.305
-0.589,0.827,-0.004,0.183,3.967,-1.953
-0.575,0.831,-0.001,0.793,-1.404,-0.977
-0.536,0.846,0.004,-0.183,-6.531,1.892
-0.525,0.860,0.004,-0.732,-7.324,3.174
-0.528,0.859,0.001,0.061,-3.601,0.854
-0.533,0.843,0.013,1.831,0.732,-2.197
-0.546,0.857,0.035,2.014,1.892,-3.723
-0.533,0.865,0.038,0.610,1.221,-4.150
-0.491,0.847,0.016,-0.061,1.221,-4.395
-0.459,0.840,0.002,-0.488,1.709,-3.784
-0.446,0.847,0.001,-0.427,3.235,-2.930
-0.450,0.845,0.019,0.854,5.920,-2.869
-0.484,0.851,0.031,1.465,7.080,-2.686
-0.490,0.856,0.032,1.648,5.920,-2.136
-0.470,0.856,0.039,0.916,2.991,0.061
-0.465,0.869,0.037,-0.366,1.587,2.441
-0.463,0.860,0.028,0.183,3.052,2.625
-0.488,0.846,0.023,0.854,3.967,3.174
-0.534,0.849,0.018,0.854,2.197,5.066
-0.550,0.852,0.028,0.732,-1.038,6.897
-0.543,0.854,0.041,-0.305,-3.113,7.874
-0.553,0.858,0.041,-1.160,-4.089,7.629
-0.558,0.851,0.019,-1.587,-3.540,5.981
-0.833,-0.928,1.049,-7.324,90.027,273.376
-0.828,-1.076,1.043,-13.733,96.924,281.250
-0.890,-1.271,0.994,-16.541,104.492,295.471
-1.074,-1.543,0.967,-14.526,106.506,311.890
-1.357,-1.865,0.885,-12.512,101.807,330.261
-1.616,-2.057,0.842,-3.235,83.557,346.313
-2.034,-2.295,0.753,11.414,46.509,359.375
-2.505,-2.408,0.589,23.804,-0.427,360.779
-2.777,-2.431,0.432,40.771,-50.537,348.511
-2.857,-2.392,0.266,58.472,-105.042,332.642
-2.763,-2.288,0.185,66.040,-144.348,306.824
-2.646,-2.217,0.112,66.406,-149.902,267.090
-2.746,-2.248,-0.012,64.392,-116.089,210.083
-2.810,-2.381,-0.248,59.631,-47.485,126.526
-3.146,-2.605,-0.600,58.167,26.917,29.358
-3.215,-2.658,-0.826,70.374,66.956,-49.622
-3.217,-2.857,-0.974,108.887,74.219,-113.586
-3.031,-2.912,-0.874,149.292,50.293,-162.720
-2.868,-2.854,-0.607,185.364,4.822,-195.251
-2.686,-2.763,-0.322,211.975,-37.476,-218.506
-2.499,-2.546,-0.053,237.610,-64.575,-241.211
-2.379,-2.303,0.192,261.902,-79.773,-269.043
-2.286,-2.136,0.453,278.809,-85.266,-301.453
-2.114,-2.010,0.839,288.879,-88.806,-339.050
-1.920,-1.726,1.321,296.631,-94.666,-383.972
-1.706,-1.403,1.828,300.964,-88.806,-443.298
-1.391,-1.225,2.205,297.180,-62.561,-521.301
-0.844,-1.125,2.327,276.917,-31.189,-594.543
-0.003,-0.981,2.371,248.657,-30.212,-635.559
0.968,-0.735,2.471,239.563,-87.341,-620.911
1.822,-0.209,2.554,229.004,-184.570,-544.678
2.359,0.520,2.542,212.463,-279.785,-427.185
2.587,1.169,2.391,196.594,-328.064,-308.167
2.570,1.575,2.142,184.021,-317.383,-220.703
2.353,1.715,1.866,166.870,-263.855,-174.133
2.025,1.817,1.611,143.311,-193.665,-159.912
1.679,1.817,1.393,127.869,-131.226,-158.875
1.459,1.735,1.217,114.136,-90.942,-152.832
1.355,1.676,1.050,98.633,-70.679,-138.306
1.319,1.675,0.902,88.318,-65.491,-121.155
1.214,1.554,0.774,82.886,-69.275,-95.398
1.050,1.541,0.711,78.247,-74.036,-75.928
0.926,1.466,0.581,66.284,-56.946,-68.970
0.640,1.358,0.314,34.119,-36.255,-21.973
0.391,1.326,0.201,9.949,-37.170,17.090
0.175,1.241,0.181,11.719,-47.913,29.419
0.011,1.231,0.190,20.203,-54.932,35.278
-0.098,1.196,0.189,16.418,-50.659,32.654
-0.215,1.110,0.203,16.235,-32.654,12.329
-0.314,1.039,0.172,20.386,-5.188,-16.602
-0.365,0.937,0.129,15.686,20.142,-37.903
-0.364,0.875,0.095,7.507,31.982,-46.570
-0.239,0.837,0.085,3.174,29.358,-47.302
-0.250,0.861,0.008,-2.563,18.738,-38.635
-0.207,0.830,-0.039,-9.705,15.198,-34.546
-0.159,0.785,-0.073,-2.502,17.090,-36.316
-0.181,0.774,-0.152,-3.540,16.724,-27.588
-0.214,0.752,-0.206,-7.874,12.024,-13.306
-0.253,0.745,-0.218,-7.935,6.714,-2.686
-0.288,0.776,-0.210,-6.897,1.709,3.540
-0.296,0.797,-0.180,-4.822,-0.793,6.836
-0.310,0.822,-0.152,-3.662,1.709,8.240
-0.337,0.848,-0.131,-2.075,8.911,5.798
-0.349,0.856,-0.079,3.235,17.456,-1.160
-0.399,0.876,-0.047,5.676,22.644,-5.737
-0.436,0.879,-0.037,3.357,23.804,-4.517
-0.457,0.873,-0.011,0.000,24.048,-2.380
-0.477,0.879,0.019,-1.892,23.132,-0.916
-0.498,0.893,0.058,-1.465,18.921,0.427
-0.536,0.915,0.091,-0.793,10.681,3.784
-0.584,0.920,0.100,-2.075,2.441,8.057
-0.587,0.912,0.099,-2.869,-0.549,7.507
-0.555,0.898,0.085,-1.831,1.709,-0.305
-0.519,0.885,0.057,-1.892,6.470,-9.399
-0.477,0.870,0.012,-3.479,12.695,-16.479
-0.438,0.852,-0.026,-3.540,19.287,-22.156
-0.404,0.823,-0.042,-2.014,23.865,-24.719
-0.367,0.824,-0.040,-0.549,24.536,-23.376
-0.332,0.833,-0.010,1.831,20.874,-19.653
-0.313,0.851,0.019,2.502,16.052,-13.306
-0.315,0.858,0.033,1.953,12.756,-6.042
-0.338,0.851,0.041,0.549,10.071,1.404
-0.381,0.844,0.042,-0.854,7.141,8.301
-0.423,0.835,0.030,-1.587,5.066,13.306
-0.468,0.822,0.025,-1.465,3.357,16.602
-0.505,0.817,0.014,-2.014,2.319,19.348
-0.530,0.816,0.030,-2.563,1.709,21.301
-0.551,0.820,0.041,-3.357,2.625,21.973
-0.564,0.823,0.053,-2.441,4.456,20.020
-0.590,0.826,0.055,-1.099,6.042,16.235
-0.606,0.836,0.069,0.000,6.348,12.512
-0.622,0.844,0.075,0.061,5.615,9.399
-0.624,0.843,0.063,-0.366,5.981,6.531
-0.606,0.826,0.042,-1.099,8.667,2.686
-0.598,0.811,0.019,-0.916,11.414,-1.221
-0.576,0.810,0.016,-0.244,11.536,-4.028
-0.544,0.812,0.022,1.953,8.484,-4.944
-0.502,0.824,0.030,2.747,5.859,-4.578
-0.479,0.834,0.042,2.625,5.188,-4.150
-0.477,0.837,0.029,2.808,5.981,-4.211
-0.463,0.826,0.022,4.272,6.531,-4.578
-0.464,0.831,0.025,4.517,5.920,-3.845
-0.470,0.837,0.024,4.028,6.104,-2.502
-0.457,0.848,0.031,4.578,7.263,-2.930
-0.449,0.852,0.038,5.554,8.789,-3.601
-0.446,0.859,0.052,5.188,11.230,-3.967
-0.447,0.865,0.066,4.639,13.794,-4.150
-0.454,0.864,0.070,4.700,14.526,-3.479
-0.453,0.863,0.072,4.211,12.512,-0.916
-0.458,0.863,0.080,3.296,9.338,3.174
-0.486,0.874,0.085,2.563,6.592,6.226
-0.515,0.884,0.082,2.258,4.578,8.240
-0.541,0.880,0.076,1.343,2.686,10.315
-0.569,0.878,0.071,-0.061,0.977,11.658
-0.585,0.878,0.071,-0.549,-0.977,11.414
-0.592,0.879,0.064,-1.404,-2.930,10.925
-0.586,0.869,0.055,-2.686,-3.418,10.010
-0.593,0.863,0.038,-3.357,-2.747,8.423
-0.606,0.859,0.024,-3.845,-1.526,5.920
-1.097,-2.173,0.992,69.458,182.678,403.137
-1.664,-2.194,1.214,78.430,139.221,428.101
-2.086,-2.122,1.445,81.055,87.646,453.796
-2.452,-2.103,1.587,74.402,44.800,467.407
-2.815,-2.160,1.504,61.768,24.597,461.792
-3.036,-2.142,1.375,58.167,14.709,430.481
-3.273,-2.247,1.197,60.303,10.742,387.695
-3.645,-2.352,0.853,53.772,16.541,340.576
-3.917,-2.331,0.535,54.260,19.348,285.156
-3.929,-2.281,0.401,71.533,11.353,215.149
-3.778,-2.233,0.383,94.421,1.648,143.066
-3.628,-2.178,0.420,112.671,-4.944,79.285
-3.610,-2.107,0.443,122.253,-6.592,19.531
-3.578,-2.033,0.458,132.996,-7.935,-41.138
-3.542,-2.137,0.491,152.283,-15.259,-98.389
-3.410,-2.086,0.436,164.612,-28.809,-142.029
-3.259,-2.001,0.431,163.025,-59.509,-161.499
-3.154,-1.887,0.568,183.411,-111.389,-180.908
-2.990,-1.733,0.841,208.740,-155.212,-207.703
-2.770,-1.487,1.096,222.656,-181.458,-237.244
-2.562,-1.254,1.349,230.225,-194.214,-269.287
-2.337,-0.954,1.691,234.558,-189.148,-315.796
-2.082,-0.677,2.022,221.924,-175.842,-375.854
-1.818,-0.480,2.338,196.472,-166.077,-440.857
-1.330,-0.399,2.453,171.936,-153.870,-510.132
-0.747,-0.487,2.372,155.640,-147.095,-573.792
-0.013,-0.568,2.109,134.949,-161.316,-605.652
0.854,-0.653,1.829,127.625,-202.271,-596.130
1.830,-0.506,1.570,121.704,-259.460,-545.044
2.702,-0.162,1.253,113.220,-312.500,-461.609
3.213,0.244,0.930,113.586,-341.553,-363.098
3.292,0.609,0.717,121.826,-334.351,-270.630
2.966,0.873,0.656,131.042,-294.739,-204.041
2.365,1.109,0.650,136.047,-234.558,-171.143
1.882,1.206,0.688,136.658,-170.044,-167.969
1.653,1.251,0.670,130.798,-115.356,-171.875
1.695,1.259,0.544,112.061,-81.543,-163.818
1.827,1.298,0.363,98.816,-72.693,-140.076
1.727,1.170,0.222,93.140,-78.003,-102.966
1.604,1.177,0.152,82.336,-79.468,-78.430
1.313,1.172,0.109,70.068,-66.528,-48.706
1.003,1.195,0.074,54.138,-36.255,-26.611
0.695,1.176,0.060,41.016,-6.592,-9.949
0.428,1.150,0.091,37.964,4.517,4.150
0.195,1.137,0.151,40.710,-1.038,14.465
0.044,1.152,0.229,42.725,-10.376,17.090
-0.055,1.169,0.317,41.748,-15.137,11.047
-0.142,1.136,0.347,39.124,-10.742,-0.793
-0.189,1.066,0.318,36.133,-0.610,-13.733
-0.254,0.955,0.300,29.541,6.226,-19.592
-0.175,1.032,0.198,13.794,8.667,-19.653
-0.170,0.952,0.122,-4.395,14.343,-12.939
-0.186,0.891,-0.012,-10.010,13.000,-1.404
-0.174,0.871,-0.056,-9.094,9.338,0.427
-0.182,0.871,-0.098,-7.019,6.348,4.944
-0.213,0.874,-0.140,-6.775,6.958,8.850
-0.225,0.859,-0.187,-5.127,12.817,7.385
-0.225,0.842,-0.221,-0.793,19.409,5.310
-0.265,0.866,-0.219,1.892,21.423,6.714
-0.340,0.886,-0.184,1.282,20.691,10.376
-0.391,0.920,-0.141,-0.977,19.958,12.817
-0.451,0.938,-0.115,-2.502,18.799,14.343
-0.497,0.946,-0.114,-3.296,17.212,13.245
-0.510,0.945,-0.117,-2.747,13.916,11.353
-0.515,0.950,-0.117,-2.686,8.667,12.573
-0.531,0.963,-0.112,-3.723,4.028,14.404
-0.556,0.973,-0.092,-2.808,2.747,12.512
-0.567,0.976,-0.072,-1.587,5.310,6.653
-0.569,0.967,-0.065,-1.526,10.071,-0.488
-0.528,0.954,-0.055,-2.014,16.785,-7.080
-0.460,0.950,-0.027,-1.953,23.315,-13.489
-0.403,0.958,0.010,-2.319,27.710,-17.334
-0.356,0.960,0.010,-3.357,31.006,-18.799
-0.287,0.930,-0.003,-3.235,33.020,-18.616
-0.275,0.905,-0.014,-2.380,29.724,-14.160
-0.301,0.904,-0.014,-2.014,22.827,-6.042
-0.320,0.905,0.002,-0.549,15.564,1.221
-0.369,0.897,0.019,0.977,9.766,7.446
-0.425,0.897,0.010,1.343,5.981,11.963
-0.460,0.879,0.008,1.343,4.028,13.489
-0.492,0.876,0.002,0.366,2.441,15.076
-0.503,0.863,-0.010,-0.793,1.770,15.259
-0.501,0.849,-0.022,-1.831,2.380,14.465
-0.513,0.841,-0.025,-2.380,2.747,14.221
-0.528,0.849,-0.021,-2.930,3.174,14.587
-0.539,0.852,-0.010,-3.235,3.845,13.489
-0.562,0.854,-0.018,-3.296,4.822,11.108
-0.582,0.839,-0.033,-2.808,5.554,7.324
-0.575,0.843,-0.044,-1.892,4.639,3.052
-0.529,0.852,-0.042,-1.038,2.869,-0.183
-0.484,0.860,-0.045,-1.221,2.747,-2.075
-0.457,0.859,-0.049,-0.427,4.761,-4.822
-0.446,0.853,-0.058,1.160,7.629,-7.996
-0.454,0.849,-0.078,2.014,6.897,-8.728
-0.451,0.855,-0.065,1.160,2.502,-5.981
-0.429,0.874,-0.051,0.183,-1.587,-3.357
-0.402,0.874,-0.048,0.793,-2.380,-3.113
-0.397,0.875,-0.051,1.038,-1.587,-3.540
-0.402,0.863,-0.063,0.916,-1.038,-2.686
-0.391,0.861,-0.063,1.221,-1.587,-1.160
-0.390,0.873,-0.055,1.526,-2.502,0.916
-0.382,0.873,-0.048,2.136,-1.343,1.526
-0.381,0.875,-0.045,3.235,1.038,0.427
-0.404,0.879,-0.043,4.211,2.686,0.061
-0.422,0.878,-0.044,4.517,2.930,0.854
-0.433,0.871,-0.043,4.456,1.892,2.136
-0.427,0.877,-0.028,4.517,0.549,2.319
-0.440,0.893,-0.025,4.395,-1.221,2.686
-0.447,0.888,-0.038,3.418,-2.380,3.601
-0.447,0.887,-0.046,2.441,-2.563,3.784
-0.469,0.883,-0.064,2.625,-2.319,3.418
-0.461,0.868,-0.079,3.662,-1.831,2.441
-0.445,0.877,-0.074,4.639,-2.441,2.136
-0.439,0.888,-0.060,5.066,-2.380,2.380
-0.427,0.887,-0.045,5.676,-0.122,1.404
-0.419,0.891,-0.022,5.737,1.221,0.244
-0.430,0.910,-0.014,5.005,-0.183,0.305
-0.408,0.906,-0.018,2.502,-1.953,1.587
-0.386,0.902,-0.029,0.854,-2.441,2.563
-1.121,-1.151,1.028,34.119,144.714,347.717
-1.284,-1.235,1.093,39.307,123.108,356.201
-1.386,-1.352,1.138,41.077,101.563,365.234
-1.420,-1.508,1.169,36.194,87.524,376.282
-1.507,-1.721,1.144,29.968,84.595,386.230
-1.899,-2.010,0.966,27.710,85.205,390.381
-2.446,-2.247,0.647,33.508,78.674,377.869
-2.797,-2.339,0.404,57.495,55.298,345.886
-2.982,-2.436,0.305,95.093,16.602,308.777
-3.179,-2.491,0.242,124.939,-30.151,273.010
-3.276,-2.465,0.316,150.269,-72.632,233.459
-3.388,-2.392,0.455,172.058,-113.342,190.063
-3.457,-2.257,0.557,170.654,-124.878,135.620
-3.402,-2.195,0.541,166.931,-104.126,65.247
-3.245,-2.195,0.446,165.588,-58.655,-18.921
-3.025,-2.226,0.337,164.856,-12.207,-107.361
-2.755,-2.223,0.261,169.495,19.836,-187.195
-2.478,-2.180,0.260,179.993,30.396,-247.803
-2.199,-2.100,0.389,190.369,21.484,-285.767
-1.957,-1.968,0.573,196.655,0.793,-306.702
-1.753,-1.746,0.875,209.473,-27.466,-320.374
-1.648,-1.558,1.095,224.060,-51.941,-336.243
-1.517,-1.261,1.355,219.788,-75.745,-353.821
-1.516,-0.928,1.617,203.491,-102.112,-369.385
-1.483,-0.686,1.740,186.035,-118.713,-398.743
-1.384,-0.492,1.814,164.307,-119.934,-437.317
-1.050,-0.568,1.746,143.616,-113.342,-486.389
-0.535,-0.695,1.609,130.127,-116.211,-524.658
-0.009,-0.667,1.491,122.253,-145.325,-535.522
0.479,-0.595,1.494,122.314,-198.608,-513.733
1.089,-0.318,1.538,132.935,-250.000,-470.520
1.393,0.017,1.693,134.216,-297.302,-416.809
1.725,0.580,1.719,119.019,-318.481,-351.501
1.961,0.919,1.663,122.742,-313.354,-293.152
2.123,1.169,1.491,122.192,-283.997,-247.437
2.149,1.309,1.255,112.427,-244.141,-205.017
2.008,1.394,1.060,101.807,-205.688,-166.321
1.741,1.461,0.913,91.003,-172.424,-133.972
1.435,1.469,0.774,81.177,-140.991,-112.366
1.176,1.436,0.664,72.327,-112.244,-100.403
0.977,1.376,0.535,64.453,-89.355,-92.468
0.841,1.351,0.432,55.725,-70.557,-87.036
0.725,1.314,0.343,44.312,-50.903,-85.083
0.621,1.243,0.243,32.898,-29.724,-83.130
0.561,1.160,0.131,24.597,-13.245,-76.355
0.477,1.098,0.048,17.639,-8.179,-60.120
0.327,1.057,0.002,10.132,-13.306,-36.133
0.195,1.032,-0.020,7.141,-23.865,-14.160
0.089,1.013,-0.013,8.728,-35.339,-0.305
-0.022,1.016,0.009,9.277,-42.725,6.653
-0.115,0.993,-0.009,8.911,-41.504,5.066
-0.166,0.938,-0.046,12.329,-32.776,-5.310
-0.186,0.899,-0.084,13.123,-21.057,-17.212
-0.345,0.822,-0.062,9.277,-10.620,-23.743
-0.169,0.864,-0.122,0.244,7.080,-33.508
-0.152,0.795,-0.239,-3.357,22.095,-35.767
-0.130,0.749,-0.287,-0.122,23.621,-31.067
-0.183,0.789,-0.307,5.066,16.235,-25.879
-0.222,0.786,-0.272,9.460,8.423,-14.282
-0.280,0.821,-0.233,9.155,0.183,1.892
-0.339,0.859,-0.177,7.263,-4.333,12.390
-0.385,0.897,-0.122,6.897,-4.883,15.198
-0.420,0.914,-0.100,5.554,-0.732,11.719
-0.437,0.891,-0.117,3.784,7.202,6.409
-0.456,0.862,-0.139,2.197,12.878,2.808
-0.476,0.848,-0.150,1.709,13.672,1.892
-0.460,0.851,-0.130,2.747,11.719,2.197
-0.449,0.870,-0.088,4.272,7.263,3.723
-0.465,0.888,-0.054,5.127,3.662,5.737
-0.467,0.897,-0.027,5.981,4.089,4.578
-0.488,0.901,-0.011,7.202,6.409,0.854
-0.502,0.915,0.005,6.897,8.667,-3.235
-0.497,0.918,0.012,5.005,11.597,-6.226
-0.465,0.903,0.006,3.052,14.587,-9.460
-0.428,0.897,0.002,1.648,17.395,-12.329
-0.398,0.888,-0.015,0.977,19.775,-14.648
-0.348,0.870,-0.027,2.930,20.508,-15.137
-0.314,0.862,-0.026,5.005,18.127,-11.963
-0.295,0.863,-0.011,6.897,13.916,-6.042
-0.321,0.878,0.014,8.545,7.874,1.831
-0.383,0.887,0.029,8.057,2.441,10.376
-0.421,0.890,0.038,7.385,-0.427,15.991
-0.470,0.885,0.027,6.714,-0.427,17.944
-0.519,0.867,0.007,5.737,1.282,16.663
-0.543,0.879,0.019,5.432,1.831,14.160
-0.555,0.898,0.033,4.883,2.075,12.512
-0.536,0.910,0.027,3.601,5.310,8.667
-0.553,0.895,0.004,3.235,10.193,4.089
-0.562,0.883,-0.013,4.150,13.794,0.122
